stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.578,-5.313,-2.160,1.800,1.773,-1.245,0.406,-1.335,-0.998,2508065771.794,0.485
norefined,2,-2.196,-5.371,-2.441,1.708,1.717,-1.330,0.412,-1.358,-1.048,2037258239.600,0.409
norefined,3,-1.806,-5.414,-2.698,1.591,1.657,-1.408,0.421,-1.407,-1.113,1656088831.978,0.334
norefined,4,-1.358,-5.489,-2.865,1.492,1.615,-1.422,0.377,-1.437,-1.156,1331211431.861,0.247
norefined,5,-0.922,-5.541,-3.038,1.447,1.617,-1.308,0.407,-1.331,-1.170,1227045502.210,0.166
norefined,6,-1.346,-5.527,-3.084,1.434,1.588,-1.097,0.384,-1.206,-1.091,1229034735.489,0.244
norefined,7,-0.904,-5.579,-3.244,1.376,1.578,-0.993,0.418,-1.106,-1.113,1171311019.103,0.162
norefined,8,-1.374,-5.557,-3.233,1.366,1.524,-0.858,0.389,-1.049,-1.059,1173942857.812,0.247
norefined,9,-0.921,-5.610,-3.378,1.308,1.514,-0.773,0.424,-0.964,-1.086,1122775630.371,0.164
norefined,10,-1.393,-5.587,-3.355,1.300,1.452,-0.647,0.396,-0.916,-1.037,1128313148.327,0.249
refined,11,-0.921,-5.610,-3.378,1.308,1.514,-0.773,0.424,-0.964,-1.086,1122775630.371,0.164
refined,12,-1.112,-7.003,-3.573,0.055,-0.577,0.914,1.267,0.791,1.198,828662175.360,0.159
refined,13,-1.208,-7.096,-4.002,0.161,-0.123,1.206,1.087,0.520,1.004,812282466.799,0.170
refined,14,-1.125,-6.649,-3.741,0.185,-0.162,1.006,0.924,0.526,0.803,811600970.331,0.169
refined,15,-1.209,-7.123,-4.001,0.156,-0.076,1.109,1.015,0.526,0.909,811308657.984,0.170
refined,16,-1.168,-6.895,-3.878,0.180,-0.139,1.019,0.923,0.542,0.806,811217179.702,0.169
refined,17,-1.223,-7.215,-4.048,0.168,-0.085,1.083,0.997,0.545,0.883,811156332.306,0.169
refined,18,-1.189,-7.026,-3.947,0.184,-0.137,1.023,0.928,0.557,0.809,811138067.001,0.169
refined,19,-1.229,-7.260,-4.071,0.175,-0.092,1.074,0.990,0.555,0.872,811119747.938,0.169
refined,20,-1.199,-7.088,-3.979,0.186,-0.135,1.026,0.932,0.563,0.812,811115464.639,0.169
