stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.497,"[-2.312, -0.682]",0.815,-3.665,0.000
norefined,c,-7.293,"[-11.205, -3.381]",3.912,-3.721,0.000
norefined,s,-3.764,"[-5.752, -1.777]",1.987,-3.781,0.000
norefined,k0,0.438,"[-0.682, 1.557]",1.120,0.780,0.438
norefined,k1,0.257,"[-0.507, 1.021]",0.764,0.671,0.504
norefined,k2,-0.281,"[-1.262, 0.7]",0.981,-0.572,0.569
norefined,k3,0.377,"[-0.509, 1.263]",0.886,0.849,0.399
norefined,k4,-0.615,"[-1.783, 0.553]",1.168,-1.051,0.297
norefined,k5,0.269,"[-0.737, 1.275]",1.006,0.534,0.595
refined,tt,-1.141,"[-1.644, -0.638]",0.503,-4.526,0.000
refined,c,-6.247,"[-8.933, -3.561]",2.686,-4.642,0.000
refined,s,-3.073,"[-4.424, -1.723]",1.351,-4.542,0.000
refined,k0,0.217,"[-0.66, 1.094]",0.877,0.493,0.623
refined,k1,-0.070,"[-0.694, 0.553]",0.624,-0.225,0.823
refined,k2,-0.100,"[-0.841, 0.642]",0.742,-0.268,0.789
refined,k3,-0.040,"[-0.711, 0.63]",0.670,-0.120,0.905
refined,k4,-0.147,"[-0.989, 0.694]",0.841,-0.350,0.728
refined,k5,-0.071,"[-0.855, 0.712]",0.784,-0.182,0.856
