stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,39.390,2.023,0.000,0,9,2391986725.702,380209934.035,76
refined,58.658,2.023,0.000,0,9,2391986725.702,269385099.915,76
