stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,84.362,2.023,0.000,76,0,9,4307719683.136,349306834.263
refined,92.854,2.023,0.000,76,0,9,4307719683.136,319730219.247
