stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.256,-6.089,-4.777,1.597,1.709,0.900,1.525,-0.194,0.695,4766489604.541,-0.042
norefined,2,-0.225,-6.120,-4.802,1.541,1.684,0.805,1.482,-0.217,0.655,2026637413.172,0.037
norefined,3,-0.697,-6.151,-4.820,1.464,1.624,0.714,1.406,-0.248,0.620,1126370991.207,0.113
norefined,4,-0.861,-6.338,-4.760,1.240,1.408,0.516,1.213,-0.284,0.523,757348865.791,0.136
norefined,5,-0.799,-6.552,-4.666,0.991,1.165,0.344,1.032,-0.311,0.436,544581058.504,0.122
norefined,6,-0.717,-6.781,-4.469,0.755,0.942,0.174,0.920,-0.336,0.372,425009695.539,0.106
norefined,7,-1.074,-6.922,-4.243,0.634,0.815,0.044,0.860,-0.325,0.356,401180063.902,0.155
norefined,8,-0.662,-7.065,-4.152,0.484,0.679,-0.028,0.792,-0.346,0.343,400660083.922,0.094
norefined,9,-1.155,-7.029,-4.116,0.522,0.694,-0.016,0.796,-0.306,0.358,380209934.033,0.164
norefined,10,-0.719,-7.156,-4.051,0.390,0.578,-0.075,0.730,-0.326,0.347,382711915.040,0.100
refined,11,-1.155,-7.029,-4.116,0.522,0.694,-0.016,0.796,-0.306,0.358,380209934.033,0.164
refined,12,-0.391,-2.959,-1.618,-0.294,-0.126,0.115,0.132,0.316,0.055,333940601.851,0.132
refined,13,-0.410,-2.953,-1.673,0.012,0.228,0.045,0.191,0.370,0.171,290056741.340,0.139
refined,14,-0.318,-2.371,-1.373,-0.042,0.157,0.114,0.110,0.491,0.149,277277009.602,0.134
refined,15,-0.280,-2.090,-1.207,0.002,0.181,0.124,0.066,0.481,0.178,270272351.164,0.134
refined,16,-0.268,-2.001,-1.157,0.013,0.179,0.127,0.050,0.488,0.178,269448395.694,0.134
refined,17,-0.265,-1.979,-1.145,0.017,0.181,0.126,0.045,0.488,0.178,269389442.541,0.134
refined,18,-0.265,-1.974,-1.141,0.018,0.181,0.126,0.044,0.488,0.178,269385396.530,0.134
refined,19,-0.264,-1.972,-1.141,0.018,0.181,0.126,0.044,0.488,0.178,269385118.952,0.134
refined,20,-0.264,-1.972,-1.140,0.018,0.181,0.126,0.044,0.488,0.178,269385099.914,0.134
