stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.329,"[-2.358, -0.3]",1.029,-2.578,0.012
norefined,c,-7.416,"[-13.088, -1.744]",5.672,-2.610,0.011
norefined,s,-3.462,"[-6.283, -0.642]",2.820,-2.450,0.017
norefined,k0,0.231,"[-1.288, 1.749]",1.518,0.303,0.763
norefined,k1,-0.143,"[-1.347, 1.061]",1.204,-0.238,0.813
norefined,k2,-0.385,"[-1.793, 1.023]",1.408,-0.546,0.587
norefined,k3,0.194,"[-1.217, 1.606]",1.411,0.275,0.784
norefined,k4,-0.919,"[-2.783, 0.946]",1.864,-0.983,0.329
norefined,k5,0.264,"[-1.265, 1.793]",1.529,0.345,0.731
refined,tt,-1.221,"[-1.915, -0.527]",0.694,-3.513,0.001
refined,c,-5.455,"[-8.474, -2.436]",3.019,-3.606,0.001
refined,s,-2.675,"[-4.243, -1.106]",1.569,-3.403,0.001
refined,k0,-0.361,"[-1.422, 0.7]",1.061,-0.679,0.499
refined,k1,-0.611,"[-1.612, 0.39]",1.001,-1.218,0.228
refined,k2,-0.119,"[-1.207, 0.969]",1.088,-0.218,0.828
refined,k3,0.149,"[-0.875, 1.172]",1.023,0.290,0.773
refined,k4,-0.468,"[-1.668, 0.732]",1.200,-0.779,0.439
refined,k5,0.042,"[-1.054, 1.138]",1.096,0.076,0.939
