stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,39.390,2.023,0.000,76,0,9,2391986725.702,380209934.035
refined,58.658,2.023,0.000,76,0,9,2391986725.702,269385099.915
