attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.796,"[-1.063, -0.529]",0.267,-4.966,0.000,51.207,ngd,18,162150680.325,0.130,-1.000,0.204,0,0,fn
c,-6.635,"[-8.957, -4.313]",2.322,-4.761,0.000,51.207,ngd,18,162150680.325,0.130,-6.000,-0.635,0,0,fn
s,-3.108,"[-4.157, -2.06]",1.048,-4.941,0.000,51.207,ngd,18,162150680.325,0.130,-3.000,-0.108,0,0,fn
vot,0.120,,,,,51.207,ngd,18,162150680.325,0.130,0.167,-0.047,0,0,fn
tt,-0.636,"[-0.826, -0.446]",0.190,-5.571,0.000,45.060,lm,18,160622432.051,0.129,-1.000,0.364,0,0,fn
c,-4.413,"[-5.709, -3.117]",1.296,-5.672,0.000,45.060,lm,18,160622432.051,0.129,-6.000,1.587,0,0,fn
s,-2.378,"[-3.071, -1.685]",0.693,-5.714,0.000,45.060,lm,18,160622432.051,0.129,-3.000,0.622,0,0,fn
vot,0.144,,,,,45.060,lm,18,160622432.051,0.129,0.167,-0.023,0,0,fn
tt,-0.617,"[-0.802, -0.432]",0.185,-5.558,0.000,95.982,ngd+lm,18,160649224.361,0.129,-1.000,0.383,0,0,fn
c,-4.456,"[-5.776, -3.136]",1.320,-5.623,0.000,95.982,ngd+lm,18,160649224.361,0.129,-6.000,1.544,0,0,fn
s,-2.453,"[-3.178, -1.729]",0.725,-5.641,0.000,95.982,ngd+lm,18,160649224.361,0.129,-3.000,0.547,0,0,fn
vot,0.139,,,,,95.982,ngd+lm,18,160649224.361,0.129,0.167,-0.028,0,0,fn
