stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.578,"[-4.175, 1.02]",2.597,-1.101,0.297
norefined,c,-7.455,"[-19.923, 5.014]",12.468,-1.084,0.304
norefined,s,-3.033,"[-7.27, 1.204]",4.237,-1.297,0.224
norefined,k0,0.902,"[-1.427, 3.23]",2.329,0.702,0.499
norefined,k1,0.548,"[-1.742, 2.838]",2.290,0.434,0.674
norefined,k2,-0.015,"[-2.232, 2.202]",2.217,-0.012,0.990
norefined,k3,-2.191,"[-7.125, 2.743]",4.934,-0.805,0.440
norefined,k4,-0.459,"[-2.754, 1.837]",2.295,-0.362,0.725
norefined,k5,-0.731,"[-2.529, 1.067]",1.798,-0.737,0.478
refined,tt,-0.745,"[-1.304, -0.185]",0.560,-2.412,0.037
refined,c,-4.043,"[-7.267, -0.818]",3.224,-2.273,0.046
refined,s,-2.373,"[-3.869, -0.877]",1.496,-2.874,0.017
refined,k0,-0.004,"[-0.695, 0.687]",0.691,-0.010,0.992
refined,k1,0.074,"[-0.567, 0.715]",0.641,0.208,0.839
refined,k2,0.549,"[-0.255, 1.353]",0.804,1.238,0.244
refined,k3,-0.382,"[-1.273, 0.508]",0.891,-0.778,0.455
refined,k4,-0.307,"[-1.177, 0.562]",0.870,-0.641,0.536
refined,k5,-0.131,"[-0.821, 0.558]",0.690,-0.345,0.737
