stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.759,-7.626,-2.655,-0.828,-1.317,0.437,1.949,0.088,0.108,1056333241.854,0.362
norefined,2,-2.320,-7.741,-2.764,-0.814,-1.335,0.280,1.900,0.021,0.125,678568546.678,0.300
norefined,3,-1.870,-7.845,-2.870,-0.824,-1.362,0.151,1.827,-0.032,0.127,446496048.476,0.238
norefined,4,-1.396,-7.916,-2.981,-0.822,-1.347,0.086,1.777,-0.039,0.158,353080868.842,0.176
norefined,5,-0.967,-7.934,-3.141,-0.811,-1.206,0.074,1.692,-0.098,0.253,324654729.318,0.122
norefined,6,-1.209,-7.806,-3.352,-0.757,-0.908,0.233,1.588,-0.091,0.307,309091872.002,0.155
norefined,7,-0.820,-7.783,-3.490,-0.679,-0.661,0.274,1.518,-0.106,0.379,344189164.822,0.105
norefined,8,-1.292,-7.754,-3.417,-0.774,-0.713,0.302,1.460,-0.032,0.370,305444368.762,0.167
norefined,9,-0.840,-7.763,-3.508,-0.717,-0.540,0.305,1.418,-0.052,0.422,332694805.370,0.108
norefined,10,-1.314,-7.731,-3.437,-0.808,-0.591,0.335,1.362,0.018,0.408,302689772.935,0.170
refined,11,-1.314,-7.731,-3.437,-0.808,-0.591,0.335,1.362,0.018,0.408,302689772.935,0.170
refined,12,-0.353,-2.891,-1.359,-0.324,0.663,0.153,-0.359,0.054,0.186,423602850.987,0.122
refined,13,-0.312,-2.030,-0.922,-0.248,-0.369,-0.102,0.628,0.104,0.374,233443697.217,0.154
refined,14,-0.301,-1.971,-0.966,-0.275,-0.301,-0.167,0.556,0.173,0.408,228754330.026,0.153
refined,15,-0.297,-1.947,-0.958,-0.274,-0.304,-0.169,0.559,0.172,0.406,228713276.156,0.152
refined,16,-0.295,-1.937,-0.954,-0.272,-0.305,-0.170,0.558,0.173,0.406,228705968.347,0.152
refined,17,-0.294,-1.933,-0.953,-0.271,-0.305,-0.170,0.558,0.173,0.405,228704447.914,0.152
refined,18,-0.294,-1.931,-0.952,-0.271,-0.305,-0.170,0.558,0.173,0.405,228704133.969,0.152
refined,19,-0.294,-1.930,-0.951,-0.271,-0.305,-0.170,0.558,0.173,0.405,228704069.403,0.152
refined,20,-0.294,-1.930,-0.951,-0.270,-0.305,-0.170,0.558,0.173,0.405,228704056.148,0.152
