stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.244,-5.052,-3.601,-0.654,-0.249,-1.347,1.045,0.247,0.920,1278898729.771,0.048
norefined,2,-0.710,-5.083,-3.548,-0.697,-0.331,-1.375,0.930,0.205,0.852,534845412.425,0.140
norefined,3,-1.175,-5.098,-3.444,-0.741,-0.406,-1.386,0.842,0.166,0.781,355249104.280,0.231
norefined,4,-0.720,-5.229,-3.477,-0.729,-0.466,-1.324,0.738,0.224,0.734,447262894.918,0.138
norefined,5,-1.193,-5.237,-3.368,-0.760,-0.523,-1.331,0.666,0.184,0.679,321796220.305,0.228
norefined,6,-0.722,-5.350,-3.414,-0.730,-0.545,-1.271,0.595,0.242,0.659,403535759.419,0.135
norefined,7,-1.199,-5.353,-3.302,-0.754,-0.591,-1.276,0.532,0.203,0.614,299446393.974,0.224
norefined,8,-0.724,-5.457,-3.354,-0.717,-0.597,-1.217,0.475,0.258,0.606,374002616.319,0.133
norefined,9,-1.203,-5.458,-3.241,-0.737,-0.636,-1.221,0.418,0.218,0.566,282748721.520,0.220
norefined,10,-0.725,-5.554,-3.300,-0.698,-0.633,-1.165,0.370,0.270,0.564,352133323.051,0.131
refined,11,-1.203,-5.458,-3.241,-0.737,-0.636,-1.221,0.418,0.218,0.566,282748721.520,0.220
refined,12,-1.091,-6.617,-3.100,-0.604,-0.513,-0.260,-0.237,-0.041,0.535,162075471.248,0.165
refined,13,-1.309,-7.889,-3.647,-0.775,-0.585,-0.126,-0.276,-0.031,0.574,158398054.091,0.166
refined,14,-1.363,-8.215,-3.786,-0.829,-0.615,-0.057,-0.267,-0.046,0.600,158248679.908,0.166
refined,15,-1.374,-8.285,-3.818,-0.844,-0.618,-0.051,-0.267,-0.053,0.608,158243949.435,0.166
refined,16,-1.376,-8.297,-3.824,-0.847,-0.619,-0.050,-0.266,-0.055,0.609,158243759.336,0.166
refined,17,-1.377,-8.300,-3.825,-0.847,-0.619,-0.050,-0.266,-0.056,0.610,158243751.511,0.166
refined,18,-1.377,-8.300,-3.826,-0.847,-0.619,-0.049,-0.266,-0.056,0.610,158243751.188,0.166
refined,19,-1.377,-8.300,-3.826,-0.848,-0.619,-0.049,-0.266,-0.056,0.610,158243751.175,0.166
refined,20,-1.377,-8.300,-3.826,-0.848,-0.619,-0.049,-0.266,-0.056,0.610,158243751.174,0.166
