stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.203,"[-1.962, -0.443]",0.759,-3.160,0.002
norefined,c,-5.458,"[-8.934, -1.981]",3.477,-3.134,0.003
norefined,s,-3.241,"[-5.313, -1.169]",2.072,-3.122,0.003
norefined,k0,-0.737,"[-1.827, 0.354]",1.090,-1.349,0.182
norefined,k1,-0.636,"[-1.384, 0.112]",0.748,-1.697,0.094
norefined,k2,-1.221,"[-2.787, 0.345]",1.566,-1.556,0.124
norefined,k3,0.418,"[-0.576, 1.411]",0.994,0.839,0.405
norefined,k4,0.218,"[-0.429, 0.865]",0.647,0.674,0.503
norefined,k5,0.566,"[-0.46, 1.593]",1.027,1.101,0.275
refined,tt,-1.377,"[-2.064, -0.689]",0.687,-3.998,0.000
refined,c,-8.300,"[-12.234, -4.367]",3.934,-4.212,0.000
refined,s,-3.826,"[-5.748, -1.903]",1.923,-3.971,0.000
refined,k0,-0.848,"[-1.887, 0.192]",1.040,-1.627,0.108
refined,k1,-0.619,"[-1.308, 0.07]",0.689,-1.794,0.077
refined,k2,-0.049,"[-1.144, 1.045]",1.094,-0.090,0.928
refined,k3,-0.266,"[-1.014, 0.482]",0.748,-0.710,0.480
refined,k4,-0.056,"[-0.685, 0.574]",0.629,-0.176,0.861
refined,k5,0.610,"[-0.152, 1.372]",0.762,1.598,0.115
