stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.767,"[-1.743, 0.21]",0.976,-1.568,0.122
norefined,c,-5.146,"[-11.484, 1.192]",6.338,-1.621,0.110
norefined,s,-3.681,"[-7.888, 0.526]",4.207,-1.746,0.085
norefined,k0,-0.423,"[-2.149, 1.302]",1.725,-0.490,0.626
norefined,k1,-0.119,"[-1.495, 1.256]",1.376,-0.173,0.863
norefined,k2,-1.024,"[-3.821, 1.772]",2.797,-0.731,0.467
norefined,k3,1.024,"[-1.287, 3.336]",2.311,0.884,0.380
norefined,k4,0.241,"[-0.792, 1.273]",1.032,0.466,0.643
norefined,k5,0.855,"[-1.125, 2.834]",1.979,0.862,0.392
refined,tt,-0.203,"[-0.254, -0.152]",0.051,-7.994,0.000
refined,c,-0.790,"[-1.106, -0.473]",0.316,-4.981,0.000
refined,s,-0.842,"[-1.047, -0.637]",0.205,-8.187,0.000
refined,k0,0.068,"[-0.184, 0.319]",0.251,0.536,0.593
refined,k1,-0.022,"[-0.286, 0.242]",0.264,-0.166,0.868
refined,k2,0.748,"[0.449, 1.048]",0.300,4.986,0.000
refined,k3,0.245,"[0.022, 0.469]",0.223,2.192,0.032
refined,k4,0.065,"[-0.137, 0.266]",0.202,0.641,0.524
refined,k5,-0.052,"[-0.35, 0.246]",0.298,-0.348,0.729
