stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,6.968,2.023,0.000,76,0,9,2059749027.722,1063884143.472
refined,29.123,2.023,0.000,76,0,9,2059749027.722,419325471.617
