attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.203,"[-0.254, -0.152]",0.051,-7.994,0.000,94,0.800,419325471.616,0.164,-1.000,0.797,0,0,fn
c,-0.790,"[-1.106, -0.473]",0.316,-4.981,0.000,94,0.800,419325471.616,0.164,-6.000,5.210,0,0,fn
s,-0.842,"[-1.047, -0.637]",0.205,-8.187,0.000,94,0.800,419325471.616,0.164,-3.000,2.158,0,0,fn
k0,0.068,"[-0.184, 0.319]",0.251,0.536,0.593,94,0.800,419325471.616,0.164,0.000,0.068,0,0,fp
k1,-0.022,"[-0.286, 0.242]",0.264,-0.166,0.868,94,0.800,419325471.616,0.164,0.000,-0.022,0,0,fp
k2,0.748,"[0.449, 1.048]",0.300,4.986,0.000,94,0.800,419325471.616,0.164,0.000,0.748,0,1,fp
k3,0.245,"[0.022, 0.469]",0.223,2.192,0.032,94,0.800,419325471.616,0.164,0.000,0.245,0,1,fp
k4,0.065,"[-0.137, 0.266]",0.202,0.641,0.524,94,0.800,419325471.616,0.164,0.000,0.065,0,0,fp
k5,-0.052,"[-0.35, 0.246]",0.298,-0.348,0.729,94,0.800,419325471.616,0.164,0.000,-0.052,0,0,fp
vot,0.257,,,,,94,0.800,419325471.616,0.164,0.167,0.091,0,0,fn
tt,-1.134,"[-1.703, -0.565]",0.569,-3.979,0.000,94,0.900,238161628.044,0.142,-1.000,-0.134,0,0,fn
c,-6.778,"[-10.069, -3.488]",3.290,-4.112,0.000,94,0.900,238161628.044,0.142,-6.000,-0.778,0,0,fn
s,-3.571,"[-5.345, -1.797]",1.774,-4.019,0.000,94,0.900,238161628.044,0.142,-3.000,-0.571,0,0,fn
k0,0.681,"[-0.419, 1.782]",1.101,1.235,0.221,94,0.900,238161628.044,0.142,0.000,0.681,0,0,fp
k1,0.244,"[-0.516, 1.004]",0.760,0.641,0.524,94,0.900,238161628.044,0.142,0.000,0.244,0,0,fp
k2,0.079,"[-1.168, 1.325]",1.246,0.126,0.900,94,0.900,238161628.044,0.142,0.000,0.079,0,0,fp
k3,0.220,"[-0.738, 1.178]",0.958,0.459,0.647,94,0.900,238161628.044,0.142,0.000,0.220,0,0,fp
k4,-0.321,"[-0.843, 0.2]",0.522,-1.229,0.223,94,0.900,238161628.044,0.142,0.000,-0.321,0,0,fp
k5,0.321,"[-0.534, 1.175]",0.854,0.749,0.456,94,0.900,238161628.044,0.142,0.000,0.321,0,0,fp
vot,0.167,,,,,94,0.900,238161628.044,0.142,0.167,0.001,0,0,fn
tt,-1.377,"[-2.064, -0.689]",0.687,-3.998,0.000,94,1.100,158243751.174,0.143,-1.000,-0.377,0,0,fn
c,-8.300,"[-12.234, -4.367]",3.934,-4.212,0.000,94,1.100,158243751.174,0.143,-6.000,-2.300,0,0,fn
s,-3.826,"[-5.748, -1.903]",1.923,-3.971,0.000,94,1.100,158243751.174,0.143,-3.000,-0.826,0,0,fn
k0,-0.848,"[-1.887, 0.192]",1.040,-1.627,0.108,94,1.100,158243751.174,0.143,0.000,-0.848,0,0,fp
k1,-0.619,"[-1.308, 0.07]",0.689,-1.794,0.077,94,1.100,158243751.174,0.143,0.000,-0.619,0,1,fp
k2,-0.049,"[-1.144, 1.045]",1.094,-0.090,0.928,94,1.100,158243751.174,0.143,0.000,-0.049,0,0,fp
k3,-0.266,"[-1.014, 0.482]",0.748,-0.710,0.480,94,1.100,158243751.174,0.143,0.000,-0.266,0,0,fp
k4,-0.056,"[-0.685, 0.574]",0.629,-0.176,0.861,94,1.100,158243751.174,0.143,0.000,-0.056,0,0,fp
k5,0.610,"[-0.152, 1.372]",0.762,1.598,0.115,94,1.100,158243751.174,0.143,0.000,0.610,0,0,fp
vot,0.166,,,,,94,1.100,158243751.174,0.143,0.167,-0.001,0,0,fn
tt,-1.100,"[-1.736, -0.465]",0.635,-3.458,0.001,94,1.200,332488740.177,0.224,-1.000,-0.100,0,0,fn
c,-6.125,"[-9.464, -2.786]",3.339,-3.661,0.000,94,1.200,332488740.177,0.224,-6.000,-0.125,0,0,fn
s,-2.543,"[-4.045, -1.042]",1.502,-3.380,0.001,94,1.200,332488740.177,0.224,-3.000,0.457,0,0,fn
k0,-0.444,"[-1.662, 0.774]",1.218,-0.727,0.470,94,1.200,332488740.177,0.224,0.000,-0.444,0,0,fp
k1,-0.491,"[-1.297, 0.315]",0.806,-1.216,0.228,94,1.200,332488740.177,0.224,0.000,-0.491,0,0,fp
k2,-0.225,"[-1.401, 0.951]",1.176,-0.382,0.704,94,1.200,332488740.177,0.224,0.000,-0.225,0,0,fp
k3,-0.599,"[-1.582, 0.383]",0.982,-1.218,0.228,94,1.200,332488740.177,0.224,0.000,-0.599,0,0,fp
k4,-0.248,"[-1.03, 0.535]",0.782,-0.632,0.530,94,1.200,332488740.177,0.224,0.000,-0.248,0,0,fp
k5,-0.125,"[-0.993, 0.743]",0.868,-0.288,0.774,94,1.200,332488740.177,0.224,0.000,-0.125,0,0,fp
vot,0.180,,,,,94,1.200,332488740.177,0.224,0.167,0.013,0,0,fn
