stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,62.262,1.727,0.000,0,9,2897517834.110,309446133.619,76
refined,93.120,1.727,0.000,0,9,2897517834.110,214492972.708,76
