stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,70.433,2.023,0.000,0,9,3027216221.026,289377204.135,76
refined,200.811,2.023,0.000,0,9,3027216221.026,108212957.364,76
