attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.954,"[-1.278, -0.631]",0.324,-5.884,0.000,35,0.150,108212957.364,0.106,-1.000,0.046,0,0,fn
c,-5.874,"[-7.696, -4.052]",1.822,-6.436,0.000,35,0.150,108212957.364,0.106,-6.000,0.126,0,0,fn
s,-2.765,"[-3.595, -1.935]",0.830,-6.650,0.000,35,0.150,108212957.364,0.106,-3.000,0.235,0,0,fn
k0,-0.206,"[-0.6, 0.189]",0.394,-1.041,0.302,35,0.150,108212957.364,0.106,0.000,-0.206,0,0,fp
k1,-0.313,"[-0.725, 0.1]",0.413,-1.514,0.135,35,0.150,108212957.364,0.106,0.000,-0.313,0,0,fp
k2,-0.073,"[-0.576, 0.43]",0.503,-0.289,0.773,35,0.150,108212957.364,0.106,0.000,-0.073,0,0,fp
k3,0.037,"[-0.422, 0.495]",0.458,0.161,0.873,35,0.150,108212957.364,0.106,0.000,0.037,0,0,fp
k4,0.362,"[-0.231, 0.955]",0.593,1.218,0.227,35,0.150,108212957.364,0.106,0.000,0.362,0,0,fp
k5,-0.214,"[-0.64, 0.212]",0.426,-1.002,0.320,35,0.150,108212957.364,0.106,0.000,-0.214,0,0,fp
vot,0.162,,,,,35,0.150,108212957.364,0.106,0.167,-0.004,0,0,fn
tt,-0.865,"[-1.166, -0.563]",0.302,-5.719,0.000,35,0.200,121674267.927,0.108,-1.000,0.135,0,0,fn
c,-5.335,"[-6.999, -3.671]",1.664,-6.401,0.000,35,0.200,121674267.927,0.108,-6.000,0.665,0,0,fn
s,-2.764,"[-3.626, -1.902]",0.862,-6.399,0.000,35,0.200,121674267.927,0.108,-3.000,0.236,0,0,fn
k0,0.075,"[-0.304, 0.454]",0.379,0.397,0.693,35,0.200,121674267.927,0.108,0.000,0.075,0,0,fp
k1,0.144,"[-0.234, 0.523]",0.379,0.760,0.450,35,0.200,121674267.927,0.108,0.000,0.144,0,0,fp
k2,-0.479,"[-1.0, 0.042]",0.521,-1.835,0.071,35,0.200,121674267.927,0.108,0.000,-0.479,0,1,fp
k3,0.541,"[0.054, 1.027]",0.486,2.220,0.030,35,0.200,121674267.927,0.108,0.000,0.541,0,1,fp
k4,-0.160,"[-0.713, 0.392]",0.553,-0.579,0.565,35,0.200,121674267.927,0.108,0.000,-0.160,0,0,fp
k5,-0.037,"[-0.495, 0.421]",0.458,-0.161,0.872,35,0.200,121674267.927,0.108,0.000,-0.037,0,0,fp
vot,0.162,,,,,35,0.200,121674267.927,0.108,0.167,-0.005,0,0,fn
tt,-1.361,"[-1.926, -0.796]",0.565,-4.809,0.000,35,0.250,116029444.805,0.112,-1.000,-0.361,0,0,fn
c,-8.297,"[-11.716, -4.878]",3.419,-4.844,0.000,35,0.250,116029444.805,0.112,-6.000,-2.297,0,0,fn
s,-4.201,"[-5.845, -2.557]",1.644,-5.102,0.000,35,0.250,116029444.805,0.112,-3.000,-1.201,0,0,fn
k0,-0.138,"[-0.698, 0.422]",0.560,-0.493,0.624,35,0.250,116029444.805,0.112,0.000,-0.138,0,0,fp
k1,-0.419,"[-0.989, 0.151]",0.570,-1.469,0.147,35,0.250,116029444.805,0.112,0.000,-0.419,0,0,fp
k2,-0.051,"[-0.782, 0.679]",0.730,-0.140,0.889,35,0.250,116029444.805,0.112,0.000,-0.051,0,0,fp
k3,-0.085,"[-0.775, 0.604]",0.690,-0.247,0.805,35,0.250,116029444.805,0.112,0.000,-0.085,0,0,fp
k4,0.525,"[-0.344, 1.393]",0.869,1.206,0.232,35,0.250,116029444.805,0.112,0.000,0.525,0,0,fp
k5,-0.242,"[-0.832, 0.348]",0.590,-0.820,0.415,35,0.250,116029444.805,0.112,0.000,-0.242,0,0,fp
vot,0.164,,,,,35,0.250,116029444.805,0.112,0.167,-0.003,0,0,fn
