stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.574,-6.770,-3.817,0.676,0.488,-1.784,0.112,0.683,0.067,549791512.842,0.233
norefined,2,-1.856,-6.846,-3.704,0.644,0.371,-1.524,-0.060,0.495,0.138,492156154.067,0.271
norefined,3,-1.414,-6.960,-3.735,0.601,0.334,-1.431,-0.203,0.432,0.203,468913582.920,0.203
norefined,4,-1.816,-6.970,-3.631,0.649,0.292,-1.193,-0.245,0.348,0.289,446516246.511,0.261
norefined,5,-1.340,-7.056,-3.694,0.596,0.256,-1.178,-0.327,0.325,0.312,441839347.236,0.190
norefined,6,-1.795,-7.041,-3.597,0.615,0.232,-1.018,-0.313,0.252,0.348,431485533.243,0.255
norefined,7,-1.314,-7.113,-3.675,0.565,0.200,-1.032,-0.371,0.245,0.358,432454550.977,0.185
norefined,8,-1.786,-7.084,-3.589,0.574,0.187,-0.918,-0.330,0.184,0.368,425595020.176,0.252
norefined,9,-1.303,-7.148,-3.674,0.527,0.160,-0.942,-0.377,0.186,0.376,428204493.417,0.182
norefined,10,-1.781,-7.111,-3.593,0.535,0.155,-0.851,-0.324,0.133,0.374,422508986.024,0.250
refined,11,-1.781,-7.111,-3.593,0.535,0.155,-0.851,-0.324,0.133,0.374,422508986.024,0.250
refined,12,-0.539,-3.402,-1.932,-0.396,-0.420,0.561,0.332,-0.446,-0.291,446809017.893,0.159
refined,13,-1.144,-5.704,-3.080,-0.246,-0.268,0.176,0.135,-0.273,-0.188,365751391.383,0.200
refined,14,-1.065,-5.224,-2.756,0.025,-0.121,-0.088,0.162,-0.174,0.105,360992609.884,0.204
refined,15,-1.145,-5.634,-2.987,-0.030,-0.172,-0.031,0.208,-0.197,0.041,360266042.538,0.203
refined,16,-1.120,-5.525,-2.928,-0.028,-0.170,-0.023,0.222,-0.193,0.045,360225222.663,0.203
refined,17,-1.130,-5.573,-2.955,-0.031,-0.172,-0.023,0.225,-0.199,0.045,360219701.185,0.203
refined,18,-1.127,-5.559,-2.947,-0.030,-0.172,-0.022,0.226,-0.198,0.045,360219024.494,0.203
refined,19,-1.128,-5.565,-2.951,-0.030,-0.172,-0.022,0.227,-0.198,0.045,360218935.580,0.203
refined,20,-1.128,-5.563,-2.950,-0.030,-0.172,-0.022,0.227,-0.198,0.045,360218924.044,0.203
