stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.777,"[-1.353, -0.202]",0.575,-2.695,0.009
norefined,c,-6.827,"[-11.521, -2.132]",4.694,-2.903,0.005
norefined,s,-4.627,"[-7.757, -1.497]",3.130,-2.951,0.004
norefined,k0,-0.779,"[-2.081, 0.524]",1.303,-1.193,0.237
norefined,k1,1.194,"[-0.684, 3.072]",1.878,1.269,0.209
norefined,k2,-0.157,"[-1.31, 0.996]",1.153,-0.271,0.787
norefined,k3,-0.236,"[-1.927, 1.455]",1.691,-0.279,0.781
norefined,k4,-0.813,"[-2.529, 0.902]",1.715,-0.946,0.347
norefined,k5,1.076,"[-0.474, 2.626]",1.550,1.385,0.171
refined,tt,-1.047,"[-1.547, -0.547]",0.500,-4.178,0.000
refined,c,-5.350,"[-7.938, -2.762]",2.588,-4.126,0.000
refined,s,-2.949,"[-4.207, -1.691]",1.258,-4.679,0.000
refined,k0,0.422,"[-0.319, 1.164]",0.742,1.137,0.260
refined,k1,-0.193,"[-1.111, 0.725]",0.918,-0.419,0.676
refined,k2,-0.079,"[-0.845, 0.688]",0.767,-0.204,0.839
refined,k3,-0.661,"[-1.686, 0.365]",1.025,-1.286,0.203
refined,k4,-0.163,"[-0.955, 0.629]",0.792,-0.411,0.682
refined,k5,-0.118,"[-1.007, 0.771]",0.889,-0.265,0.792
