stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,47.089,2.023,0.000,76,0,9,4290350127.358,585678836.030
refined,80.409,2.023,0.000,76,0,9,4290350127.358,363553033.328
