stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,25.952,2.023,0.000,76,0,9,2518960183.353,561512603.546
refined,54.238,2.023,0.000,76,0,9,2518960183.353,304013501.694
