stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,20.007,1.857,0.000,38,0,9,1550964350.532,215136223.327
refined,108.537,1.857,0.000,38,0,9,1550964350.532,44717248.979
