stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,37.640,1.727,0.000,76,0,9,3533544895.088,583472693.379
refined,56.150,1.727,0.000,76,0,9,3533544895.088,413641806.378
