stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.928,"[-1.338, -0.517]",0.411,-4.509,0.000
norefined,c,-6.905,"[-9.446, -4.363]",2.541,-5.423,0.000
norefined,s,-3.112,"[-4.44, -1.785]",1.327,-4.682,0.000
norefined,k0,-0.868,"[-1.529, -0.207]",0.661,-2.622,0.011
norefined,k1,0.016,"[-0.603, 0.635]",0.619,0.053,0.958
norefined,k2,-0.474,"[-0.945, -0.004]",0.470,-2.014,0.048
norefined,k3,0.844,"[0.128, 1.561]",0.716,2.353,0.022
norefined,k4,-0.400,"[-0.924, 0.123]",0.523,-1.527,0.131
norefined,k5,0.691,"[0.039, 1.343]",0.652,2.115,0.038
refined,tt,-0.952,"[-1.256, -0.648]",0.304,-6.252,0.000
refined,c,-5.642,"[-7.203, -4.082]",1.560,-7.218,0.000
refined,s,-2.654,"[-3.518, -1.79]",0.864,-6.129,0.000
refined,k0,-0.794,"[-1.301, -0.286]",0.507,-3.122,0.003
refined,k1,0.178,"[-0.241, 0.596]",0.419,0.847,0.400
refined,k2,-0.220,"[-0.533, 0.092]",0.312,-1.406,0.164
refined,k3,0.480,"[0.009, 0.951]",0.471,2.034,0.046
refined,k4,-0.086,"[-0.444, 0.271]",0.358,-0.482,0.632
refined,k5,0.367,"[-0.092, 0.826]",0.459,1.597,0.115
