stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,118.307,2.023,0.000,0,9,2834139565.127,167779539.095,76
refined,174.019,2.023,0.000,0,9,2834139565.127,116269183.457,76
