attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.591,"[-0.862, -0.319]",0.271,-3.630,0.001,9.993,ngd,61,288257227.157,0.175,-1.000,0.409,0,0,fn
c,-4.809,"[-7.03, -2.589]",2.220,-3.613,0.001,9.993,ngd,61,288257227.157,0.175,-6.000,1.191,0,0,fn
s,-2.352,"[-3.393, -1.311]",1.041,-3.769,0.000,9.993,ngd,61,288257227.157,0.175,-3.000,0.648,0,0,fn
k0,0.250,"[-0.204, 0.704]",0.454,0.920,0.361,9.993,ngd,61,288257227.157,0.175,0.000,0.250,0,0,fp
k1,-0.126,"[-0.755, 0.504]",0.629,-0.333,0.740,9.993,ngd,61,288257227.157,0.175,0.000,-0.126,0,0,fp
k2,-0.396,"[-0.908, 0.115]",0.512,-1.292,0.201,9.993,ngd,61,288257227.157,0.175,0.000,-0.396,0,0,fp
k3,-0.029,"[-0.631, 0.573]",0.602,-0.080,0.936,9.993,ngd,61,288257227.157,0.175,0.000,-0.029,0,0,fp
k4,0.371,"[-0.427, 1.169]",0.798,0.776,0.441,9.993,ngd,61,288257227.157,0.175,0.000,0.371,0,0,fp
k5,-0.635,"[-1.276, 0.006]",0.641,-1.651,0.103,9.993,ngd,61,288257227.157,0.175,0.000,-0.635,0,0,fp
vot,0.123,,,,,9.993,ngd,61,288257227.157,0.175,0.167,-0.044,0,0,fn
tt,-0.813,"[-1.033, -0.593]",0.220,-6.166,0.000,10.409,lm,61,123714703.577,0.115,-1.000,0.187,0,0,fn
c,-5.038,"[-6.44, -3.636]",1.402,-5.994,0.000,10.409,lm,61,123714703.577,0.115,-6.000,0.962,0,0,fn
s,-2.262,"[-2.886, -1.637]",0.625,-6.039,0.000,10.409,lm,61,123714703.577,0.115,-3.000,0.738,0,0,fn
k0,-0.387,"[-0.698, -0.076]",0.311,-2.075,0.042,10.409,lm,61,123714703.577,0.115,0.000,-0.387,0,1,fp
k1,0.005,"[-0.435, 0.445]",0.440,0.020,0.984,10.409,lm,61,123714703.577,0.115,0.000,0.005,0,0,fp
k2,0.278,"[-0.068, 0.624]",0.346,1.340,0.185,10.409,lm,61,123714703.577,0.115,0.000,0.278,0,0,fp
k3,0.003,"[-0.368, 0.374]",0.371,0.015,0.988,10.409,lm,61,123714703.577,0.115,0.000,0.003,0,0,fp
k4,-0.222,"[-0.715, 0.272]",0.494,-0.748,0.457,10.409,lm,61,123714703.577,0.115,0.000,-0.222,0,0,fp
k5,0.501,"[0.118, 0.884]",0.383,2.183,0.033,10.409,lm,61,123714703.577,0.115,0.000,0.501,0,1,fp
vot,0.161,,,,,10.409,lm,61,123714703.577,0.115,0.167,-0.005,0,0,fn
tt,-0.813,"[-1.033, -0.593]",0.220,-6.166,0.000,20.816,ngd+lm,61,123714703.440,0.115,-1.000,0.187,0,0,fn
c,-5.039,"[-6.441, -3.636]",1.402,-5.994,0.000,20.816,ngd+lm,61,123714703.440,0.115,-6.000,0.961,0,0,fn
s,-2.262,"[-2.886, -1.637]",0.625,-6.039,0.000,20.816,ngd+lm,61,123714703.440,0.115,-3.000,0.738,0,0,fn
k0,-0.387,"[-0.698, -0.076]",0.311,-2.075,0.042,20.816,ngd+lm,61,123714703.440,0.115,0.000,-0.387,0,1,fp
k1,0.005,"[-0.435, 0.445]",0.440,0.020,0.984,20.816,ngd+lm,61,123714703.440,0.115,0.000,0.005,0,0,fp
k2,0.278,"[-0.068, 0.624]",0.346,1.340,0.185,20.816,ngd+lm,61,123714703.440,0.115,0.000,0.278,0,0,fp
k3,0.003,"[-0.368, 0.374]",0.371,0.015,0.988,20.816,ngd+lm,61,123714703.440,0.115,0.000,0.003,0,0,fp
k4,-0.221,"[-0.715, 0.273]",0.494,-0.748,0.457,20.816,ngd+lm,61,123714703.440,0.115,0.000,-0.221,0,0,fp
k5,0.501,"[0.118, 0.884]",0.383,2.183,0.033,20.816,ngd+lm,61,123714703.440,0.115,0.000,0.501,0,1,fp
vot,0.161,,,,,20.816,ngd+lm,61,123714703.440,0.115,0.167,-0.005,0,0,fn
