attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.207,"[-0.279, -0.134]",0.073,-5.672,0.000,67,0.800,501187726.173,0.187,-1.000,0.793,0,0,fn
c,-1.525,"[-2.079, -0.97]",0.554,-5.489,0.000,67,0.800,501187726.173,0.187,-6.000,4.475,0,0,fn
s,-0.780,"[-1.088, -0.473]",0.308,-5.064,0.000,67,0.800,501187726.173,0.187,-3.000,2.220,0,0,fn
k0,-0.065,"[-0.454, 0.325]",0.390,-0.331,0.742,67,0.800,501187726.173,0.187,0.000,-0.065,0,0,fp
k1,0.127,"[-0.163, 0.417]",0.290,0.872,0.387,67,0.800,501187726.173,0.187,0.000,0.127,0,0,fp
k2,0.449,"[0.116, 0.781]",0.332,2.695,0.009,67,0.800,501187726.173,0.187,0.000,0.449,0,1,fp
k3,0.191,"[-0.14, 0.521]",0.331,1.150,0.254,67,0.800,501187726.173,0.187,0.000,0.191,0,0,fp
k4,-0.036,"[-0.291, 0.219]",0.255,-0.284,0.778,67,0.800,501187726.173,0.187,0.000,-0.036,0,0,fp
k5,0.227,"[-0.132, 0.585]",0.358,1.263,0.211,67,0.800,501187726.173,0.187,0.000,0.227,0,0,fp
vot,0.135,,,,,67,0.800,501187726.173,0.187,0.167,-0.031,0,0,fn
tt,-1.560,"[-2.942, -0.177]",1.382,-2.252,0.028,67,0.900,440538434.989,0.191,-1.000,-0.560,0,0,fn
c,-7.754,"[-13.972, -1.536]",6.218,-2.489,0.015,67,0.900,440538434.989,0.191,-6.000,-1.754,0,0,fn
s,-3.943,"[-7.764, -0.122]",3.821,-2.060,0.043,67,0.900,440538434.989,0.191,-3.000,-0.943,0,0,fn
k0,1.112,"[-0.691, 2.915]",1.803,1.231,0.223,67,0.900,440538434.989,0.191,0.000,1.112,0,0,fp
k1,-0.759,"[-2.705, 1.186]",1.945,-0.779,0.439,67,0.900,440538434.989,0.191,0.000,-0.759,0,0,fp
k2,-1.116,"[-3.014, 0.782]",1.898,-1.174,0.245,67,0.900,440538434.989,0.191,0.000,-1.116,0,0,fp
k3,-1.074,"[-3.471, 1.322]",2.396,-0.895,0.374,67,0.900,440538434.989,0.191,0.000,-1.074,0,0,fp
k4,0.086,"[-0.974, 1.147]",1.060,0.162,0.872,67,0.900,440538434.989,0.191,0.000,0.086,0,0,fp
k5,0.140,"[-1.411, 1.691]",1.551,0.180,0.858,67,0.900,440538434.989,0.191,0.000,0.140,0,0,fp
vot,0.201,,,,,67,0.900,440538434.989,0.191,0.167,0.034,0,0,fn
tt,-0.972,"[-1.353, -0.591]",0.381,-5.093,0.000,67,1.100,160441587.021,0.141,-1.000,0.028,0,0,fn
c,-5.702,"[-7.77, -3.633]",2.069,-5.502,0.000,67,1.100,160441587.021,0.141,-6.000,0.298,0,0,fn
s,-2.844,"[-3.974, -1.714]",1.130,-5.023,0.000,67,1.100,160441587.021,0.141,-3.000,0.156,0,0,fn
k0,0.315,"[-0.303, 0.934]",0.619,1.017,0.313,67,1.100,160441587.021,0.141,0.000,0.315,0,0,fp
k1,-0.094,"[-0.82, 0.631]",0.725,-0.260,0.796,67,1.100,160441587.021,0.141,0.000,-0.094,0,0,fp
k2,-0.170,"[-0.731, 0.391]",0.561,-0.605,0.547,67,1.100,160441587.021,0.141,0.000,-0.170,0,0,fp
k3,-0.031,"[-0.819, 0.757]",0.788,-0.079,0.938,67,1.100,160441587.021,0.141,0.000,-0.031,0,0,fp
k4,-0.067,"[-0.537, 0.404]",0.471,-0.282,0.779,67,1.100,160441587.021,0.141,0.000,-0.067,0,0,fp
k5,-0.235,"[-0.924, 0.454]",0.689,-0.681,0.498,67,1.100,160441587.021,0.141,0.000,-0.235,0,0,fp
vot,0.171,,,,,67,1.100,160441587.021,0.141,0.167,0.004,0,0,fn
tt,-1.193,"[-2.066, -0.321]",0.873,-2.730,0.008,67,1.200,433408676.514,0.263,-1.000,-0.193,0,0,fn
c,-6.088,"[-10.396, -1.78]",4.308,-2.821,0.006,67,1.200,433408676.514,0.263,-6.000,-0.088,0,0,fn
s,-3.200,"[-5.568, -0.831]",2.369,-2.696,0.009,67,1.200,433408676.514,0.263,-3.000,-0.200,0,0,fn
k0,-0.432,"[-1.477, 0.614]",1.045,-0.824,0.413,67,1.200,433408676.514,0.263,0.000,-0.432,0,0,fp
k1,-0.340,"[-1.612, 0.931]",1.271,-0.535,0.595,67,1.200,433408676.514,0.263,0.000,-0.340,0,0,fp
k2,-0.456,"[-1.519, 0.606]",1.062,-0.857,0.394,67,1.200,433408676.514,0.263,0.000,-0.456,0,0,fp
k3,0.201,"[-1.307, 1.708]",1.507,0.266,0.791,67,1.200,433408676.514,0.263,0.000,0.201,0,0,fp
k4,-0.115,"[-0.958, 0.729]",0.844,-0.271,0.787,67,1.200,433408676.514,0.263,0.000,-0.115,0,0,fp
k5,-0.164,"[-1.425, 1.098]",1.262,-0.259,0.797,67,1.200,433408676.514,0.263,0.000,-0.164,0,0,fp
vot,0.196,,,,,67,1.200,433408676.514,0.263,0.167,0.029,0,0,fn
