stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.870,-7.572,-3.330,1.348,-1.376,-1.726,-1.693,0.399,0.702,710901857.101,1584,0,0,0.247
norefined,2,-1.404,-7.675,-3.404,1.292,-1.296,-1.706,-1.689,0.348,0.641,539917506.944,1584,0,0,0.183
norefined,3,-1.485,-7.718,-3.566,1.257,-1.093,-1.565,-1.493,0.097,0.415,485514026.570,1584,0,0,0.192
norefined,4,-1.086,-7.764,-3.753,1.212,-0.969,-1.424,-1.417,0.057,0.318,521139108.835,1584,0,0,0.140
norefined,5,-1.560,-7.721,-3.765,1.218,-0.934,-1.349,-1.299,0.045,0.271,467496768.237,1584,0,0,0.202
norefined,6,-1.086,-7.786,-3.857,1.161,-0.867,-1.300,-1.297,0.066,0.235,501357302.176,1584,0,0,0.139
norefined,7,-1.562,-7.738,-3.864,1.167,-0.840,-1.225,-1.182,0.062,0.198,452545590.335,1584,0,0,0.202
norefined,8,-1.082,-7.805,-3.942,1.106,-0.781,-1.190,-1.188,0.089,0.171,486809050.434,1584,0,0,0.139
norefined,9,-1.560,-7.754,-3.943,1.112,-0.759,-1.116,-1.074,0.086,0.140,440538434.989,1584,0,0,0.201
norefined,10,-1.078,-7.821,-4.011,1.049,-0.706,-1.090,-1.084,0.116,0.119,475510603.432,1584,0,0,0.138
refined,11,-1.560,-7.754,-3.943,1.112,-0.759,-1.116,-1.074,0.086,0.140,440538434.989,1584,0,0,0.201
refined,12,0.254,-1.088,-0.109,-1.372,-0.315,1.412,2.494,-0.536,-0.092,6763309814.621,1584,0,0,-0.233
refined,13,-0.593,0.598,-0.602,2.337,0.666,-2.423,-3.768,0.625,0.192,3792363610.837,1584,0,0,-0.992
refined,14,0.415,-2.307,-0.453,-3.565,-0.840,3.277,5.238,-0.496,-0.521,8215257728.495,1584,0,0,-0.180
refined,15,-2.360,7.249,-0.473,17.399,5.520,-13.195,-22.983,0.860,3.412,8507702349.070,1584,0,0,-0.326
refined,16,7.143,-34.282,-4.797,-67.530,-10.868,51.218,90.601,-3.125,-13.016,10184057607.754,1584,0,0,-0.208
refined,17,-108.667,522.643,57.134,1004.685,173.258,-766.133,-1342.341,66.395,190.116,10972892769.832,1584,0,0,-0.208
refined,18,6448.349,15573.670,-21419.879,-2473.428,-36690.688,-4537.099,-2607.540,20244.228,-10214.168,7790132339.191,1584,0,0,0.414
refined,19,6448.349,15573.670,-21419.879,-2473.428,-36690.688,-4537.099,-2607.540,20244.228,-10214.168,7790132339.191,1584,0,0,0.414
refined,20,6448.349,15573.670,-21419.879,-2473.428,-36690.688,-4537.099,-2607.540,20244.228,-10214.168,7790132339.191,1584,0,0,0.414
