stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.841,"[-1.295, -0.387]",0.454,-3.696,0.000
norefined,c,-6.321,"[-9.456, -3.187]",3.134,-4.025,0.000
norefined,s,-3.264,"[-5.383, -1.146]",2.118,-3.076,0.003
norefined,k0,-0.387,"[-1.492, 0.718]",1.105,-0.699,0.487
norefined,k1,-0.614,"[-1.85, 0.623]",1.236,-0.991,0.325
norefined,k2,-0.542,"[-1.464, 0.38]",0.922,-1.173,0.245
norefined,k3,-0.129,"[-1.102, 0.845]",0.973,-0.264,0.793
norefined,k4,0.785,"[0.063, 1.506]",0.722,2.169,0.034
norefined,k5,0.114,"[-0.602, 0.83]",0.716,0.318,0.751
refined,tt,-1.033,"[-1.345, -0.722]",0.312,-6.620,0.000
refined,c,-6.340,"[-8.251, -4.429]",1.911,-6.623,0.000
refined,s,-2.869,"[-4.036, -1.701]",1.168,-4.904,0.000
refined,k0,0.065,"[-0.463, 0.594]",0.528,0.248,0.805
refined,k1,-0.032,"[-0.736, 0.672]",0.704,-0.090,0.928
refined,k2,0.502,"[0.062, 0.943]",0.440,2.277,0.026
refined,k3,-0.089,"[-0.698, 0.519]",0.609,-0.293,0.771
refined,k4,0.233,"[-0.149, 0.615]",0.382,1.219,0.227
refined,k5,-0.132,"[-0.488, 0.224]",0.356,-0.740,0.462
