stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.467,-6.375,-2.702,0.072,-0.837,-1.455,-0.282,0.917,0.248,2765753662.230,-0.073
norefined,2,-0.016,-6.389,-2.731,0.001,-0.878,-1.482,-0.289,0.898,0.158,1423164296.737,0.002
norefined,3,-0.511,-6.382,-2.730,-0.025,-0.883,-1.474,-0.296,0.893,0.102,711340886.409,0.080
norefined,4,-0.989,-6.351,-2.756,-0.091,-0.851,-1.363,-0.261,0.912,0.073,391035085.782,0.156
norefined,5,-1.338,-6.287,-2.883,-0.236,-0.768,-1.089,-0.200,0.948,0.060,333692467.663,0.213
norefined,6,-0.892,-6.336,-3.038,-0.276,-0.743,-0.957,-0.218,0.879,0.058,301563108.566,0.141
norefined,7,-1.334,-6.265,-3.075,-0.359,-0.675,-0.783,-0.145,0.910,0.069,279782595.206,0.213
norefined,8,-0.860,-6.326,-3.175,-0.350,-0.669,-0.715,-0.167,0.833,0.086,257895623.514,0.136
norefined,9,-1.321,-6.254,-3.194,-0.416,-0.609,-0.580,-0.101,0.860,0.090,251250280.692,0.211
norefined,10,-0.841,-6.321,-3.264,-0.387,-0.614,-0.542,-0.129,0.785,0.114,234574153.022,0.133
refined,11,-0.841,-6.321,-3.264,-0.387,-0.614,-0.542,-0.129,0.785,0.114,234574153.022,0.133
refined,12,-0.949,-5.579,-2.214,0.167,0.307,0.842,-0.412,0.028,-0.282,112022173.067,0.170
refined,13,-0.982,-6.066,-2.701,0.093,0.024,0.525,-0.129,0.225,-0.161,98380388.653,0.162
refined,14,-1.028,-6.313,-2.850,0.068,-0.019,0.506,-0.093,0.234,-0.133,98124922.868,0.163
refined,15,-1.032,-6.336,-2.866,0.067,-0.030,0.503,-0.089,0.233,-0.132,98119536.529,0.163
refined,16,-1.033,-6.340,-2.869,0.066,-0.031,0.502,-0.089,0.233,-0.132,98119394.764,0.163
refined,17,-1.033,-6.340,-2.869,0.066,-0.032,0.502,-0.089,0.233,-0.132,98119388.305,0.163
refined,18,-1.033,-6.340,-2.869,0.066,-0.032,0.502,-0.089,0.233,-0.132,98119387.719,0.163
refined,19,-1.033,-6.340,-2.869,0.066,-0.032,0.502,-0.089,0.233,-0.132,98119387.647,0.163
refined,20,-1.033,-6.340,-2.869,0.065,-0.032,0.502,-0.089,0.233,-0.132,98119387.638,0.163
