attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.997,"[-1.56, -0.433]",0.563,-2.951,0.004,10.099,ngd,93,298559404.963,0.179,-1.000,0.003,0,0,fn
c,-6.046,"[-9.362, -2.73]",3.316,-3.041,0.003,10.099,ngd,93,298559404.963,0.179,-6.000,-0.046,0,0,fn
s,-3.163,"[-5.029, -1.297]",1.866,-2.827,0.006,10.099,ngd,93,298559404.963,0.179,-3.000,-0.163,0,0,fn
k0,-1.422,"[-2.618, -0.226]",1.196,-1.984,0.051,10.099,ngd,93,298559404.963,0.179,0.000,-1.422,0,1,fp
k1,1.036,"[0.023, 2.048]",1.012,1.706,0.093,10.099,ngd,93,298559404.963,0.179,0.000,1.036,0,1,fp
k2,0.593,"[-0.287, 1.472]",0.880,1.124,0.265,10.099,ngd,93,298559404.963,0.179,0.000,0.593,0,0,fp
k3,1.577,"[0.269, 2.885]",1.308,2.011,0.048,10.099,ngd,93,298559404.963,0.179,0.000,1.577,0,1,fp
k4,-0.698,"[-1.453, 0.058]",0.755,-1.540,0.128,10.099,ngd,93,298559404.963,0.179,0.000,-0.698,0,0,fp
k5,-0.766,"[-1.767, 0.236]",1.001,-1.275,0.207,10.099,ngd,93,298559404.963,0.179,0.000,-0.766,0,0,fp
vot,0.165,,,,,10.099,ngd,93,298559404.963,0.179,0.167,-0.002,0,0,fn
tt,-0.737,"[-0.994, -0.48]",0.257,-4.783,0.000,10.530,lm,93,165686802.804,0.133,-1.000,0.263,0,0,fn
c,-5.003,"[-6.585, -3.421]",1.582,-5.276,0.000,10.530,lm,93,165686802.804,0.133,-6.000,0.997,0,0,fn
s,-2.698,"[-3.613, -1.783]",0.915,-4.918,0.000,10.530,lm,93,165686802.804,0.133,-3.000,0.302,0,0,fn
k0,0.224,"[-0.363, 0.812]",0.587,0.637,0.526,10.530,lm,93,165686802.804,0.133,0.000,0.224,0,0,fp
k1,-0.154,"[-0.598, 0.29]",0.444,-0.580,0.564,10.530,lm,93,165686802.804,0.133,0.000,-0.154,0,0,fp
k2,-0.216,"[-0.673, 0.241]",0.457,-0.788,0.433,10.530,lm,93,165686802.804,0.133,0.000,-0.216,0,0,fp
k3,0.461,"[-0.117, 1.04]",0.578,1.330,0.188,10.530,lm,93,165686802.804,0.133,0.000,0.461,0,0,fp
k4,-0.175,"[-0.562, 0.211]",0.386,-0.758,0.451,10.530,lm,93,165686802.804,0.133,0.000,-0.175,0,0,fp
k5,0.098,"[-0.385, 0.581]",0.483,0.338,0.737,10.530,lm,93,165686802.804,0.133,0.000,0.098,0,0,fp
vot,0.147,,,,,10.530,lm,93,165686802.804,0.133,0.167,-0.019,0,0,fn
tt,-0.737,"[-0.994, -0.48]",0.257,-4.783,0.000,20.581,ngd+lm,93,165686802.796,0.133,-1.000,0.263,0,0,fn
c,-5.003,"[-6.585, -3.421]",1.582,-5.276,0.000,20.581,ngd+lm,93,165686802.796,0.133,-6.000,0.997,0,0,fn
s,-2.698,"[-3.613, -1.783]",0.915,-4.918,0.000,20.581,ngd+lm,93,165686802.796,0.133,-3.000,0.302,0,0,fn
k0,0.224,"[-0.363, 0.812]",0.587,0.637,0.526,20.581,ngd+lm,93,165686802.796,0.133,0.000,0.224,0,0,fp
k1,-0.154,"[-0.598, 0.29]",0.444,-0.580,0.564,20.581,ngd+lm,93,165686802.796,0.133,0.000,-0.154,0,0,fp
k2,-0.216,"[-0.673, 0.241]",0.457,-0.788,0.433,20.581,ngd+lm,93,165686802.796,0.133,0.000,-0.216,0,0,fp
k3,0.461,"[-0.117, 1.04]",0.578,1.330,0.188,20.581,ngd+lm,93,165686802.796,0.133,0.000,0.461,0,0,fp
k4,-0.175,"[-0.562, 0.211]",0.386,-0.758,0.451,20.581,ngd+lm,93,165686802.796,0.133,0.000,-0.175,0,0,fp
k5,0.098,"[-0.385, 0.581]",0.483,0.338,0.737,20.581,ngd+lm,93,165686802.796,0.133,0.000,0.098,0,0,fp
vot,0.147,,,,,20.581,ngd+lm,93,165686802.796,0.133,0.167,-0.019,0,0,fn
