stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,22.185,1.765,0.000,57,0,9,2460218125.190,476818398.148
refined,150.581,1.765,0.000,57,0,9,2460218125.190,84156159.995
