stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.326,"[-2.228, -0.425]",0.901,-2.937,0.005
norefined,c,-7.099,"[-11.664, -2.533]",4.566,-3.103,0.003
norefined,s,-3.915,"[-6.287, -1.543]",2.372,-3.294,0.002
norefined,k0,-1.959,"[-3.319, -0.6]",1.359,-2.877,0.005
norefined,k1,0.331,"[-0.717, 1.379]",1.048,0.631,0.530
norefined,k2,-0.610,"[-2.284, 1.065]",1.674,-0.727,0.470
norefined,k3,0.942,"[-0.907, 2.792]",1.849,1.017,0.313
norefined,k4,-0.074,"[-1.086, 0.937]",1.011,-0.147,0.884
norefined,k5,1.082,"[-0.399, 2.564]",1.481,1.458,0.149
refined,tt,-1.182,"[-1.732, -0.632]",0.550,-4.287,0.000
refined,c,-6.706,"[-9.482, -3.93]",2.776,-4.822,0.000
refined,s,-3.136,"[-4.442, -1.831]",1.305,-4.796,0.000
refined,k0,-0.231,"[-0.838, 0.376]",0.607,-0.760,0.450
refined,k1,0.207,"[-0.32, 0.734]",0.527,0.785,0.435
refined,k2,-0.441,"[-1.171, 0.289]",0.730,-1.205,0.232
refined,k3,-0.501,"[-1.577, 0.576]",1.077,-0.928,0.357
refined,k4,-0.057,"[-0.644, 0.531]",0.588,-0.192,0.848
refined,k5,0.416,"[-0.261, 1.094]",0.678,1.226,0.224
