stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.129,"[-2.605, 0.347]",1.476,-1.527,0.131
norefined,c,-6.495,"[-15.063, 2.072]",8.568,-1.513,0.135
norefined,s,-4.754,"[-10.448, 0.94]",5.694,-1.666,0.100
norefined,k0,-1.858,"[-4.782, 1.066]",2.924,-1.268,0.209
norefined,k1,0.889,"[-1.611, 3.388]",2.500,0.710,0.480
norefined,k2,-0.080,"[-2.251, 2.091]",2.171,-0.073,0.942
norefined,k3,1.621,"[-1.885, 5.127]",3.506,0.923,0.359
norefined,k4,0.440,"[-0.923, 1.803]",1.363,0.644,0.522
norefined,k5,1.201,"[-0.764, 3.167]",1.966,1.220,0.227
refined,tt,-1.129,"[-2.605, 0.347]",1.476,-1.527,0.131
refined,c,-6.495,"[-15.063, 2.072]",8.568,-1.513,0.135
refined,s,-4.754,"[-10.448, 0.94]",5.694,-1.666,0.100
refined,k0,-1.858,"[-4.782, 1.066]",2.924,-1.268,0.209
refined,k1,0.889,"[-1.611, 3.388]",2.500,0.710,0.480
refined,k2,-0.080,"[-2.251, 2.091]",2.171,-0.073,0.942
refined,k3,1.621,"[-1.885, 5.127]",3.506,0.923,0.359
refined,k4,0.440,"[-0.923, 1.803]",1.363,0.644,0.522
refined,k5,1.201,"[-0.764, 3.167]",1.966,1.220,0.227
