stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.188,"[-1.884, -0.492]",0.696,-3.409,0.001
norefined,c,-5.402,"[-8.689, -2.115]",3.287,-3.280,0.002
norefined,s,-3.527,"[-5.671, -1.382]",2.144,-3.283,0.002
norefined,k0,-0.944,"[-2.182, 0.294]",1.238,-1.523,0.133
norefined,k1,-0.751,"[-2.172, 0.671]",1.422,-1.054,0.296
norefined,k2,-0.058,"[-1.181, 1.066]",1.123,-0.102,0.919
norefined,k3,-0.842,"[-1.755, 0.07]",0.912,-1.843,0.070
norefined,k4,0.563,"[-0.514, 1.639]",1.076,1.043,0.301
norefined,k5,-0.275,"[-1.378, 0.828]",1.103,-0.498,0.620
refined,tt,-0.906,"[-1.328, -0.484]",0.422,-4.284,0.000
refined,c,-5.700,"[-8.304, -3.097]",2.604,-4.370,0.000
refined,s,-2.570,"[-3.83, -1.309]",1.260,-4.070,0.000
refined,k0,-0.317,"[-1.023, 0.389]",0.706,-0.896,0.374
refined,k1,-0.028,"[-0.882, 0.826]",0.854,-0.066,0.948
refined,k2,0.794,"[-0.14, 1.729]",0.934,1.697,0.094
refined,k3,-0.542,"[-1.124, 0.041]",0.583,-1.856,0.068
refined,k4,-0.137,"[-0.883, 0.608]",0.746,-0.368,0.714
refined,k5,0.474,"[-0.283, 1.231]",0.757,1.251,0.215
