stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.865,"[-1.342, -0.388]",0.477,-3.621,0.001
norefined,c,-5.480,"[-8.841, -2.119]",3.361,-3.254,0.002
norefined,s,-3.511,"[-5.516, -1.506]",2.005,-3.495,0.001
norefined,k0,-0.572,"[-1.48, 0.336]",0.908,-1.257,0.213
norefined,k1,-0.673,"[-1.887, 0.54]",1.213,-1.107,0.272
norefined,k2,-0.507,"[-1.746, 0.732]",1.239,-0.817,0.417
norefined,k3,-0.701,"[-1.419, 0.017]",0.718,-1.948,0.056
norefined,k4,0.378,"[-0.635, 1.391]",1.013,0.745,0.459
norefined,k5,-0.470,"[-1.556, 0.616]",1.086,-0.863,0.391
refined,tt,-1.033,"[-1.533, -0.533]",0.500,-4.123,0.000
refined,c,-6.254,"[-9.085, -3.423]",2.831,-4.410,0.000
refined,s,-3.119,"[-4.651, -1.587]",1.532,-4.063,0.000
refined,k0,0.276,"[-0.479, 1.03]",0.755,0.729,0.468
refined,k1,0.082,"[-0.759, 0.923]",0.841,0.195,0.846
refined,k2,-1.050,"[-2.165, 0.066]",1.116,-1.878,0.065
refined,k3,0.108,"[-0.486, 0.702]",0.594,0.362,0.718
refined,k4,0.194,"[-0.57, 0.958]",0.764,0.507,0.613
refined,k5,-0.204,"[-1.021, 0.613]",0.817,-0.498,0.620
