stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.428,"[-2.511, -0.344]",1.083,-2.630,0.011
norefined,c,-5.622,"[-9.814, -1.43]",4.192,-2.677,0.009
norefined,s,-3.184,"[-5.73, -0.638]",2.546,-2.496,0.015
norefined,k0,-0.691,"[-2.012, 0.629]",1.321,-1.045,0.300
norefined,k1,-0.712,"[-2.257, 0.832]",1.545,-0.920,0.361
norefined,k2,-0.653,"[-2.211, 0.906]",1.558,-0.836,0.406
norefined,k3,-0.519,"[-1.463, 0.426]",0.944,-1.097,0.277
norefined,k4,0.319,"[-0.905, 1.543]",1.224,0.520,0.605
norefined,k5,-0.306,"[-1.771, 1.16]",1.466,-0.417,0.678
refined,tt,-1.348,"[-2.453, -0.243]",1.105,-2.434,0.018
refined,c,-7.515,"[-13.265, -1.765]",5.750,-2.609,0.011
refined,s,-3.318,"[-5.942, -0.694]",2.624,-2.524,0.014
refined,k0,0.066,"[-1.25, 1.383]",1.316,0.101,0.920
refined,k1,-0.163,"[-1.578, 1.252]",1.415,-0.229,0.819
refined,k2,-1.305,"[-3.171, 0.56]",1.865,-1.397,0.167
refined,k3,-0.015,"[-0.952, 0.922]",0.937,-0.033,0.974
refined,k4,0.059,"[-1.191, 1.309]",1.250,0.094,0.925
refined,k5,0.247,"[-1.105, 1.6]",1.352,0.365,0.716
