attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.170,"[-0.235, -0.105]",0.065,-5.198,0.000,70,0.800,593900153.334,0.204,-1.000,0.830,0,0,fn
c,-1.044,"[-1.578, -0.509]",0.535,-3.897,0.000,70,0.800,593900153.334,0.204,-6.000,4.956,0,0,fn
s,-0.567,"[-0.826, -0.308]",0.259,-4.369,0.000,70,0.800,593900153.334,0.204,-3.000,2.433,0,0,fn
k0,0.046,"[-0.309, 0.401]",0.355,0.260,0.796,70,0.800,593900153.334,0.204,0.000,0.046,0,0,fp
k1,0.001,"[-0.384, 0.385]",0.384,0.004,0.997,70,0.800,593900153.334,0.204,0.000,0.001,0,0,fp
k2,0.117,"[-0.292, 0.525]",0.409,0.569,0.571,70,0.800,593900153.334,0.204,0.000,0.117,0,0,fp
k3,0.100,"[-0.157, 0.356]",0.256,0.775,0.441,70,0.800,593900153.334,0.204,0.000,0.100,0,0,fp
k4,-0.124,"[-0.468, 0.22]",0.344,-0.718,0.475,70,0.800,593900153.334,0.204,0.000,-0.124,0,0,fp
k5,0.142,"[-0.176, 0.459]",0.317,0.890,0.376,70,0.800,593900153.334,0.204,0.000,0.142,0,0,fp
vot,0.163,,,,,70,0.800,593900153.334,0.204,0.167,-0.004,0,0,fn
tt,-0.906,"[-1.328, -0.484]",0.422,-4.284,0.000,70,0.900,226887638.473,0.140,-1.000,0.094,0,0,fn
c,-5.700,"[-8.304, -3.097]",2.604,-4.370,0.000,70,0.900,226887638.473,0.140,-6.000,0.300,0,0,fn
s,-2.570,"[-3.83, -1.309]",1.260,-4.070,0.000,70,0.900,226887638.473,0.140,-3.000,0.430,0,0,fn
k0,-0.317,"[-1.023, 0.389]",0.706,-0.896,0.374,70,0.900,226887638.473,0.140,0.000,-0.317,0,0,fp
k1,-0.028,"[-0.882, 0.826]",0.854,-0.066,0.948,70,0.900,226887638.473,0.140,0.000,-0.028,0,0,fp
k2,0.794,"[-0.14, 1.729]",0.934,1.697,0.094,70,0.900,226887638.473,0.140,0.000,0.794,0,1,fp
k3,-0.542,"[-1.124, 0.041]",0.583,-1.856,0.068,70,0.900,226887638.473,0.140,0.000,-0.542,0,1,fp
k4,-0.137,"[-0.883, 0.608]",0.746,-0.368,0.714,70,0.900,226887638.473,0.140,0.000,-0.137,0,0,fp
k5,0.474,"[-0.283, 1.231]",0.757,1.251,0.215,70,0.900,226887638.473,0.140,0.000,0.474,0,0,fp
vot,0.159,,,,,70,0.900,226887638.473,0.140,0.167,-0.008,0,0,fn
tt,-1.033,"[-1.533, -0.533]",0.500,-4.123,0.000,70,1.100,165311290.769,0.148,-1.000,-0.033,0,0,fn
c,-6.254,"[-9.085, -3.423]",2.831,-4.410,0.000,70,1.100,165311290.769,0.148,-6.000,-0.254,0,0,fn
s,-3.119,"[-4.651, -1.587]",1.532,-4.063,0.000,70,1.100,165311290.769,0.148,-3.000,-0.119,0,0,fn
k0,0.276,"[-0.479, 1.03]",0.755,0.729,0.468,70,1.100,165311290.769,0.148,0.000,0.276,0,0,fp
k1,0.082,"[-0.759, 0.923]",0.841,0.195,0.846,70,1.100,165311290.769,0.148,0.000,0.082,0,0,fp
k2,-1.050,"[-2.165, 0.066]",1.116,-1.878,0.065,70,1.100,165311290.769,0.148,0.000,-1.050,0,1,fp
k3,0.108,"[-0.486, 0.702]",0.594,0.362,0.718,70,1.100,165311290.769,0.148,0.000,0.108,0,0,fp
k4,0.194,"[-0.57, 0.958]",0.764,0.507,0.613,70,1.100,165311290.769,0.148,0.000,0.194,0,0,fp
k5,-0.204,"[-1.021, 0.613]",0.817,-0.498,0.620,70,1.100,165311290.769,0.148,0.000,-0.204,0,0,fp
vot,0.165,,,,,70,1.100,165311290.769,0.148,0.167,-0.001,0,0,fn
tt,-1.348,"[-2.453, -0.243]",1.105,-2.434,0.018,70,1.200,357992293.797,0.237,-1.000,-0.348,0,0,fn
c,-7.515,"[-13.265, -1.765]",5.750,-2.609,0.011,70,1.200,357992293.797,0.237,-6.000,-1.515,0,0,fn
s,-3.318,"[-5.942, -0.694]",2.624,-2.524,0.014,70,1.200,357992293.797,0.237,-3.000,-0.318,0,0,fn
k0,0.066,"[-1.25, 1.383]",1.316,0.101,0.920,70,1.200,357992293.797,0.237,0.000,0.066,0,0,fp
k1,-0.163,"[-1.578, 1.252]",1.415,-0.229,0.819,70,1.200,357992293.797,0.237,0.000,-0.163,0,0,fp
k2,-1.305,"[-3.171, 0.56]",1.865,-1.397,0.167,70,1.200,357992293.797,0.237,0.000,-1.305,0,0,fp
k3,-0.015,"[-0.952, 0.922]",0.937,-0.033,0.974,70,1.200,357992293.797,0.237,0.000,-0.015,0,0,fp
k4,0.059,"[-1.191, 1.309]",1.250,0.094,0.925,70,1.200,357992293.797,0.237,0.000,0.059,0,0,fp
k5,0.247,"[-1.105, 1.6]",1.352,0.365,0.716,70,1.200,357992293.797,0.237,0.000,0.247,0,0,fp
vot,0.179,,,,,70,1.200,357992293.797,0.237,0.167,0.013,0,0,fn
