stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,112.144,2.023,0.000,0,9,2611116203.017,162542758.762,76
refined,234.556,2.023,0.000,0,9,2611116203.017,80323562.792,76
