stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.036,-4.225,-3.516,0.150,-1.928,-1.500,1.502,-0.538,-1.558,1279933470.598,-0.009
norefined,2,-0.457,-4.236,-3.496,0.117,-1.974,-1.493,1.456,-0.570,-1.562,639622670.614,0.108
norefined,3,-0.950,-4.215,-3.463,0.091,-1.978,-1.443,1.442,-0.584,-1.525,551784336.955,0.225
norefined,4,-0.584,-4.366,-3.516,-0.035,-1.822,-1.324,1.380,-0.670,-1.367,528146719.544,0.134
norefined,5,-1.068,-4.353,-3.474,-0.098,-1.785,-1.253,1.362,-0.680,-1.308,524055212.979,0.245
norefined,6,-0.602,-4.456,-3.540,-0.101,-1.717,-1.216,1.322,-0.744,-1.226,497516269.525,0.135
norefined,7,-1.086,-4.440,-3.494,-0.164,-1.677,-1.147,1.304,-0.751,-1.169,498455636.442,0.245
norefined,8,-0.615,-4.537,-3.559,-0.149,-1.616,-1.118,1.268,-0.809,-1.095,472310097.673,0.136
norefined,9,-1.099,-4.520,-3.510,-0.211,-1.576,-1.053,1.251,-0.813,-1.042,476694526.765,0.243
norefined,10,-0.626,-4.612,-3.574,-0.183,-1.522,-1.031,1.217,-0.866,-0.973,450867830.525,0.136
refined,11,-0.626,-4.612,-3.574,-0.183,-1.522,-1.031,1.217,-0.866,-0.973,450867830.525,0.136
refined,12,-0.626,-4.389,-1.710,0.150,0.333,1.978,-0.529,-0.709,-0.771,593506260.154,0.143
refined,13,-0.357,-2.025,-1.373,0.120,-0.274,-0.326,0.102,-0.207,-0.040,277511427.867,0.176
refined,14,-0.412,-2.668,-1.540,0.122,-0.234,0.211,-0.057,-0.349,-0.147,244209501.178,0.154
refined,15,-0.470,-3.048,-1.781,0.094,-0.225,0.325,-0.066,-0.403,-0.195,241283144.630,0.154
refined,16,-0.537,-3.403,-2.049,0.070,-0.170,0.381,-0.080,-0.443,-0.248,239241648.664,0.158
refined,17,-0.616,-3.813,-2.360,0.052,-0.108,0.441,-0.104,-0.486,-0.306,237481017.103,0.162
refined,18,-0.702,-4.255,-2.693,0.042,-0.049,0.505,-0.137,-0.520,-0.364,236153664.469,0.165
refined,19,-0.784,-4.671,-3.000,0.045,-0.005,0.561,-0.176,-0.535,-0.409,235342757.776,0.168
refined,20,-0.854,-5.018,-3.252,0.060,0.023,0.599,-0.221,-0.526,-0.438,234883013.362,0.170
