attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.854,"[-1.394, -0.314]",0.540,-2.639,0.010,5,0.150,234883013.362,0.157,-1.000,0.146,0,0,fn
c,-5.018,"[-7.985, -2.052]",2.966,-2.822,0.006,5,0.150,234883013.362,0.157,-6.000,0.982,0,0,fn
s,-3.252,"[-5.14, -1.365]",1.888,-2.874,0.005,5,0.150,234883013.362,0.157,-3.000,-0.252,0,0,fn
k0,0.060,"[-0.418, 0.538]",0.478,0.209,0.835,5,0.150,234883013.362,0.157,0.000,0.060,0,0,fp
k1,0.023,"[-0.938, 0.984]",0.961,0.040,0.968,5,0.150,234883013.362,0.157,0.000,0.023,0,0,fp
k2,0.599,"[-0.525, 1.723]",1.124,0.889,0.377,5,0.150,234883013.362,0.157,0.000,0.599,0,0,fp
k3,-0.221,"[-1.06, 0.619]",0.839,-0.439,0.662,5,0.150,234883013.362,0.157,0.000,-0.221,0,0,fp
k4,-0.526,"[-1.418, 0.367]",0.892,-0.982,0.329,5,0.150,234883013.362,0.157,0.000,-0.526,0,0,fp
k5,-0.438,"[-1.386, 0.51]",0.948,-0.770,0.444,5,0.150,234883013.362,0.157,0.000,-0.438,0,0,fp
vot,0.170,,,,,5,0.150,234883013.362,0.157,0.167,0.004,0,0,fn
tt,-0.744,"[-1.17, -0.319]",0.426,-2.918,0.005,5,0.200,338216142.929,0.189,-1.000,0.256,0,0,fn
c,-5.468,"[-8.393, -2.543]",2.925,-3.118,0.003,5,0.200,338216142.929,0.189,-6.000,0.532,0,0,fn
s,-2.160,"[-3.359, -0.961]",1.199,-3.005,0.004,5,0.200,338216142.929,0.189,-3.000,0.840,0,0,fn
k0,-0.145,"[-0.623, 0.332]",0.477,-0.508,0.613,5,0.200,338216142.929,0.189,0.000,-0.145,0,0,fp
k1,-0.815,"[-1.875, 0.245]",1.060,-1.283,0.204,5,0.200,338216142.929,0.189,0.000,-0.815,0,0,fp
k2,0.863,"[-0.133, 1.859]",0.996,1.445,0.153,5,0.200,338216142.929,0.189,0.000,0.863,0,0,fp
k3,0.320,"[-0.441, 1.081]",0.761,0.701,0.486,5,0.200,338216142.929,0.189,0.000,0.320,0,0,fp
k4,0.628,"[-0.089, 1.345]",0.717,1.461,0.149,5,0.200,338216142.929,0.189,0.000,0.628,0,0,fp
k5,0.897,"[0.073, 1.72]",0.823,1.816,0.074,5,0.200,338216142.929,0.189,0.000,0.897,0,1,fp
vot,0.136,,,,,5,0.200,338216142.929,0.189,0.167,-0.031,0,0,fn
tt,-0.938,"[-1.595, -0.281]",0.657,-2.381,0.020,5,0.250,391032685.559,0.204,-1.000,0.062,0,0,fn
c,-4.372,"[-7.399, -1.345]",3.027,-2.409,0.019,5,0.250,391032685.559,0.204,-6.000,1.628,0,0,fn
s,-3.088,"[-5.121, -1.054]",2.034,-2.532,0.014,5,0.250,391032685.559,0.204,-3.000,-0.088,0,0,fn
k0,0.516,"[-0.196, 1.228]",0.712,1.209,0.231,5,0.250,391032685.559,0.204,0.000,0.516,0,0,fp
k1,-0.285,"[-1.365, 0.795]",1.080,-0.440,0.662,5,0.250,391032685.559,0.204,0.000,-0.285,0,0,fp
k2,0.305,"[-1.102, 1.711]",1.406,0.361,0.719,5,0.250,391032685.559,0.204,0.000,0.305,0,0,fp
k3,-1.380,"[-2.843, 0.083]",1.463,-1.573,0.120,5,0.250,391032685.559,0.204,0.000,-1.380,0,0,fp
k4,-0.521,"[-1.622, 0.581]",1.102,-0.788,0.434,5,0.250,391032685.559,0.204,0.000,-0.521,0,0,fp
k5,-1.175,"[-2.655, 0.305]",1.480,-1.324,0.190,5,0.250,391032685.559,0.204,0.000,-1.175,0,0,fp
vot,0.215,,,,,5,0.250,391032685.559,0.204,0.167,0.048,0,0,fn
