attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.299,"[-2.015, -0.583]",0.716,-3.027,0.004,11.761,ngd,83,194812517.931,0.145,-1.000,-0.299,0,0,fn
c,-7.716,"[-11.623, -3.81]",3.906,-3.295,0.002,11.761,ngd,83,194812517.931,0.145,-6.000,-1.716,0,0,fn
s,-2.712,"[-4.272, -1.152]",1.560,-2.900,0.005,11.761,ngd,83,194812517.931,0.145,-3.000,0.288,0,0,fn
k0,0.625,"[-0.371, 1.621]",0.996,1.047,0.299,11.761,ngd,83,194812517.931,0.145,0.000,0.625,0,0,fp
k1,-0.495,"[-1.262, 0.271]",0.766,-1.078,0.285,11.761,ngd,83,194812517.931,0.145,0.000,-0.495,0,0,fp
k2,-0.501,"[-1.301, 0.298]",0.800,-1.046,0.300,11.761,ngd,83,194812517.931,0.145,0.000,-0.501,0,0,fp
k3,-0.970,"[-2.344, 0.404]",1.374,-1.178,0.243,11.761,ngd,83,194812517.931,0.145,0.000,-0.970,0,0,fp
k4,-0.576,"[-1.427, 0.275]",0.851,-1.129,0.263,11.761,ngd,83,194812517.931,0.145,0.000,-0.576,0,0,fp
k5,0.684,"[-0.401, 1.769]",1.085,1.052,0.297,11.761,ngd,83,194812517.931,0.145,0.000,0.684,0,0,fp
vot,0.168,,,,,11.761,ngd,83,194812517.931,0.145,0.167,0.002,0,0,fn
tt,-1.103,"[-1.637, -0.569]",0.534,-3.444,0.001,11.860,lm,83,116628744.054,0.112,-1.000,-0.103,0,0,fn
c,-6.421,"[-9.051, -3.79]",2.630,-4.071,0.000,11.860,lm,83,116628744.054,0.112,-6.000,-0.421,0,0,fn
s,-3.559,"[-5.25, -1.867]",1.692,-3.508,0.001,11.860,lm,83,116628744.054,0.112,-3.000,-0.559,0,0,fn
k0,0.852,"[0.186, 1.518]",0.666,2.135,0.036,11.860,lm,83,116628744.054,0.112,0.000,0.852,0,1,fp
k1,-0.530,"[-1.005, -0.054]",0.475,-1.859,0.067,11.860,lm,83,116628744.054,0.112,0.000,-0.530,0,1,fp
k2,-0.009,"[-0.555, 0.538]",0.546,-0.026,0.979,11.860,lm,83,116628744.054,0.112,0.000,-0.009,0,0,fp
k3,-0.358,"[-1.165, 0.45]",0.807,-0.739,0.463,11.860,lm,83,116628744.054,0.112,0.000,-0.358,0,0,fp
k4,-0.147,"[-0.691, 0.397]",0.544,-0.451,0.654,11.860,lm,83,116628744.054,0.112,0.000,-0.147,0,0,fp
k5,0.806,"[-0.119, 1.731]",0.925,1.453,0.151,11.860,lm,83,116628744.054,0.112,0.000,0.806,0,0,fp
vot,0.172,,,,,11.860,lm,83,116628744.054,0.112,0.167,0.005,0,0,fn
tt,-1.103,"[-1.637, -0.569]",0.534,-3.444,0.001,23.785,ngd+lm,83,116628743.803,0.112,-1.000,-0.103,0,0,fn
c,-6.421,"[-9.052, -3.791]",2.631,-4.071,0.000,23.785,ngd+lm,83,116628743.803,0.112,-6.000,-0.421,0,0,fn
s,-3.559,"[-5.251, -1.867]",1.692,-3.508,0.001,23.785,ngd+lm,83,116628743.803,0.112,-3.000,-0.559,0,0,fn
k0,0.852,"[0.186, 1.519]",0.666,2.135,0.036,23.785,ngd+lm,83,116628743.803,0.112,0.000,0.852,0,1,fp
k1,-0.530,"[-1.005, -0.054]",0.476,-1.859,0.067,23.785,ngd+lm,83,116628743.803,0.112,0.000,-0.530,0,1,fp
k2,-0.009,"[-0.555, 0.538]",0.546,-0.026,0.979,23.785,ngd+lm,83,116628743.803,0.112,0.000,-0.009,0,0,fp
k3,-0.358,"[-1.165, 0.45]",0.807,-0.739,0.463,23.785,ngd+lm,83,116628743.803,0.112,0.000,-0.358,0,0,fp
k4,-0.147,"[-0.691, 0.397]",0.544,-0.451,0.654,23.785,ngd+lm,83,116628743.803,0.112,0.000,-0.147,0,0,fp
k5,0.806,"[-0.119, 1.731]",0.925,1.453,0.151,23.785,ngd+lm,83,116628743.803,0.112,0.000,0.806,0,0,fp
vot,0.172,,,,,23.785,ngd+lm,83,116628743.803,0.112,0.167,0.005,0,0,fn
