attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.863,"[-1.289, -0.437]",0.426,-3.379,0.001,45,0.150,262416820.664,0.162,-1.000,0.137,0,0,fn
c,-4.692,"[-7.054, -2.33]",2.362,-3.313,0.001,45,0.150,262416820.664,0.162,-6.000,1.308,0,0,fn
s,-2.737,"[-4.156, -1.318]",1.419,-3.218,0.002,45,0.150,262416820.664,0.162,-3.000,0.263,0,0,fn
k0,0.093,"[-0.472, 0.657]",0.565,0.273,0.785,45,0.150,262416820.664,0.162,0.000,0.093,0,0,fp
k1,0.091,"[-0.706, 0.889]",0.798,0.191,0.849,45,0.150,262416820.664,0.162,0.000,0.091,0,0,fp
k2,-0.218,"[-0.713, 0.277]",0.495,-0.734,0.466,45,0.150,262416820.664,0.162,0.000,-0.218,0,0,fp
k3,0.307,"[-0.377, 0.99]",0.683,0.749,0.457,45,0.150,262416820.664,0.162,0.000,0.307,0,0,fp
k4,-0.130,"[-0.697, 0.438]",0.568,-0.382,0.704,45,0.150,262416820.664,0.162,0.000,-0.130,0,0,fp
k5,-0.166,"[-0.755, 0.423]",0.589,-0.471,0.639,45,0.150,262416820.664,0.162,0.000,-0.166,0,0,fp
vot,0.184,,,,,45,0.150,262416820.664,0.162,0.167,0.017,0,0,fn
tt,-0.816,"[-1.312, -0.32]",0.496,-2.744,0.008,45,0.200,392878834.666,0.200,-1.000,0.184,0,0,fn
c,-4.942,"[-7.956, -1.927]",3.014,-2.734,0.008,45,0.200,392878834.666,0.200,-6.000,1.058,0,0,fn
s,-2.238,"[-3.714, -0.762]",1.476,-2.529,0.014,45,0.200,392878834.666,0.200,-3.000,0.762,0,0,fn
k0,0.031,"[-0.538, 0.6]",0.569,0.090,0.929,45,0.200,392878834.666,0.200,0.000,0.031,0,0,fp
k1,-0.176,"[-0.999, 0.647]",0.823,-0.356,0.723,45,0.200,392878834.666,0.200,0.000,-0.176,0,0,fp
k2,-0.022,"[-0.562, 0.518]",0.540,-0.067,0.947,45,0.200,392878834.666,0.200,0.000,-0.022,0,0,fp
k3,0.105,"[-0.644, 0.855]",0.749,0.235,0.815,45,0.200,392878834.666,0.200,0.000,0.105,0,0,fp
k4,0.555,"[-0.116, 1.225]",0.670,1.380,0.172,45,0.200,392878834.666,0.200,0.000,0.555,0,0,fp
k5,-0.099,"[-0.789, 0.591]",0.690,-0.240,0.811,45,0.200,392878834.666,0.200,0.000,-0.099,0,0,fp
vot,0.165,,,,,45,0.200,392878834.666,0.200,0.167,-0.001,0,0,fn
tt,-0.794,"[-1.351, -0.237]",0.557,-2.379,0.020,45,0.250,418277794.919,0.206,-1.000,0.206,0,0,fn
c,-5.290,"[-8.85, -1.729]",3.560,-2.478,0.016,45,0.250,418277794.919,0.206,-6.000,0.710,0,0,fn
s,-2.201,"[-3.807, -0.595]",1.606,-2.285,0.025,45,0.250,418277794.919,0.206,-3.000,0.799,0,0,fn
k0,-0.534,"[-1.147, 0.079]",0.613,-1.453,0.151,45,0.250,418277794.919,0.206,0.000,-0.534,0,0,fp
k1,0.484,"[-0.329, 1.297]",0.813,0.993,0.324,45,0.250,418277794.919,0.206,0.000,0.484,0,0,fp
k2,0.475,"[-0.156, 1.105]",0.631,1.254,0.214,45,0.250,418277794.919,0.206,0.000,0.475,0,0,fp
k3,-0.700,"[-1.599, 0.199]",0.899,-1.299,0.198,45,0.250,418277794.919,0.206,0.000,-0.700,0,0,fp
k4,0.036,"[-0.666, 0.738]",0.702,0.086,0.932,45,0.250,418277794.919,0.206,0.000,0.036,0,0,fp
k5,0.164,"[-0.634, 0.962]",0.798,0.343,0.733,45,0.250,418277794.919,0.206,0.000,0.164,0,0,fp
vot,0.150,,,,,45,0.250,418277794.919,0.206,0.167,-0.017,0,0,fn
