stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,21.290,1.727,0.000,0,9,2704327668.334,700632279.947,76
refined,69.274,1.727,0.000,0,9,2704327668.334,262416820.665,76
