stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.661,"[-1.138, -0.184]",0.477,-2.765,0.007
norefined,c,-6.007,"[-9.808, -2.205]",3.802,-3.154,0.002
norefined,s,-3.112,"[-5.234, -0.99]",2.122,-2.927,0.005
norefined,k0,-0.260,"[-1.096, 0.576]",0.836,-0.620,0.537
norefined,k1,-0.968,"[-1.78, -0.156]",0.812,-2.380,0.020
norefined,k2,-0.363,"[-1.313, 0.586]",0.949,-0.764,0.447
norefined,k3,-0.495,"[-1.406, 0.416]",0.911,-1.085,0.282
norefined,k4,0.564,"[-0.009, 1.137]",0.573,1.963,0.054
norefined,k5,-0.234,"[-0.853, 0.386]",0.620,-0.752,0.455
refined,tt,-0.994,"[-1.436, -0.551]",0.442,-4.482,0.000
refined,c,-6.522,"[-9.264, -3.78]",2.742,-4.748,0.000
refined,s,-3.437,"[-4.955, -1.919]",1.518,-4.520,0.000
refined,k0,-0.218,"[-0.787, 0.351]",0.569,-0.764,0.448
refined,k1,-0.328,"[-0.81, 0.154]",0.482,-1.359,0.179
refined,k2,0.133,"[-0.477, 0.743]",0.610,0.436,0.664
refined,k3,0.014,"[-0.607, 0.635]",0.621,0.044,0.965
refined,k4,0.066,"[-0.369, 0.5]",0.435,0.302,0.764
refined,k5,0.179,"[-0.31, 0.669]",0.490,0.730,0.468
