stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,19.582,1.727,0.000,0,9,4540539205.903,1250708366.138,76
refined,22.126,1.727,0.000,0,9,4540539205.903,1143110834.520,76
