stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,59.107,1.727,0.000,0,9,3788884596.500,423824439.883,76
refined,74.191,1.727,0.000,0,9,3788884596.500,345514536.834,76
