stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.664,-5.675,-2.668,0.498,0.277,-1.348,-0.018,0.940,0.410,4274102040.230,1584,0,0,-0.117
norefined,2,0.184,-5.732,-2.677,0.463,0.218,-1.389,-0.094,0.913,0.352,2403593217.291,1584,0,0,-0.032
norefined,3,-0.305,-5.761,-2.642,0.447,0.182,-1.391,-0.159,0.925,0.298,1229746250.519,1584,0,0,0.053
norefined,4,-0.796,-5.754,-2.590,0.463,0.193,-1.380,-0.207,0.966,0.256,853840010.541,1584,0,0,0.138
norefined,5,-1.101,-5.787,-2.590,0.305,0.330,-1.233,-0.242,1.071,-0.022,1023788059.184,1584,0,0,0.190
norefined,6,-0.636,-5.813,-2.749,0.293,0.342,-1.266,-0.223,1.007,0.019,874834919.644,1584,0,0,0.109
norefined,7,-1.111,-5.811,-2.643,0.277,0.367,-1.250,-0.265,1.062,-0.069,1013179285.602,1584,0,0,0.191
norefined,8,-0.644,-5.837,-2.798,0.268,0.379,-1.283,-0.247,0.998,-0.026,871110176.017,1584,0,0,0.110
norefined,9,-1.117,-5.837,-2.686,0.254,0.404,-1.265,-0.289,1.056,-0.111,1004602579.340,1584,0,0,0.191
norefined,10,-0.650,-5.864,-2.839,0.247,0.415,-1.299,-0.270,0.993,-0.066,868018720.782,1584,0,0,0.111
refined,11,-0.796,-5.754,-2.590,0.463,0.193,-1.380,-0.207,0.966,0.256,853840010.541,1584,0,0,0.138
refined,12,-1.419,-10.321,-4.476,0.566,0.587,-1.451,0.428,1.803,-0.317,793122580.783,1584,0,0,0.138
refined,13,-2.186,-15.912,-6.423,1.091,1.058,-1.818,1.777,2.869,-0.319,785809318.588,1584,0,0,0.137
refined,14,-2.568,-19.322,-7.748,1.562,0.858,-2.325,1.996,3.612,-0.527,783128224.599,1584,0,0,0.133
refined,15,-2.785,-20.890,-8.273,1.868,1.332,-2.694,2.744,4.146,-0.423,781550769.271,1584,0,0,0.133
refined,16,-3.889,-29.757,-11.714,2.855,1.199,-3.703,3.654,5.767,-0.772,780956019.390,1584,0,0,0.131
refined,17,-2.130,-16.874,-5.979,1.721,1.770,-2.844,2.341,2.630,0.004,829172496.662,1584,0,0,0.126
refined,18,-2.946,-22.267,-9.049,2.512,0.560,-2.287,2.552,4.598,-1.024,793696045.839,1584,0,0,0.132
refined,19,-0.952,-7.030,-2.404,0.320,1.154,-1.524,0.798,0.925,0.275,902105145.681,1584,0,0,0.135
refined,20,-1.515,-11.258,-4.509,0.807,0.815,-1.265,1.024,1.563,-0.355,792189578.701,1584,0,0,0.135
