stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,152.847,2.023,0.000,0,9,3720514253.981,172792351.772,76
refined,184.136,2.023,0.000,0,9,3720514253.981,144572305.639,76
