stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.963,-6.004,-4.546,-1.800,0.742,-0.052,1.591,0.590,1.588,4097422247.913,1584,0,0,0.493
norefined,2,-2.511,-6.123,-4.679,-1.843,0.691,-0.080,1.545,0.507,1.589,3418335473.337,1584,0,0,0.410
norefined,3,-2.053,-6.265,-4.735,-1.908,0.649,-0.097,1.514,0.419,1.541,3110051228.063,1584,0,0,0.328
norefined,4,-1.586,-6.417,-4.721,-1.953,0.642,-0.114,1.498,0.355,1.496,2803880485.073,1584,0,0,0.247
norefined,5,-1.114,-6.549,-4.704,-1.977,0.633,-0.142,1.483,0.280,1.449,2527000715.930,1584,0,0,0.170
norefined,6,-0.711,-6.663,-4.698,-1.977,0.531,-0.252,1.410,0.068,1.410,2449517279.339,1584,0,0,0.107
norefined,7,-0.912,-6.677,-4.740,-2.047,0.321,-0.443,1.272,-0.202,1.236,2374386459.778,1584,0,0,0.137
norefined,8,-0.442,-6.788,-4.724,-1.953,0.286,-0.487,1.259,-0.263,1.216,2396408783.026,1584,0,0,0.065
norefined,9,-0.903,-6.786,-4.720,-1.964,0.162,-0.577,1.265,-0.357,1.147,2342170023.754,1584,0,0,0.133
norefined,10,-0.429,-6.891,-4.706,-1.854,0.157,-0.606,1.265,-0.388,1.136,2369708385.287,1584,0,0,0.062
refined,11,-0.903,-6.786,-4.720,-1.964,0.162,-0.577,1.265,-0.357,1.147,2342170023.754,1584,0,0,0.133
refined,12,-1.101,-9.373,-5.649,0.517,-1.624,-2.393,3.659,-1.927,0.253,2225674018.407,1584,0,0,0.117
refined,13,0.420,0.209,0.570,-2.019,1.736,-0.287,1.357,-1.072,-0.730,13388396433.393,1584,0,0,2.013
refined,14,-1.359,-2.119,-2.592,5.151,-4.470,0.542,-2.355,2.058,1.975,6016753720.929,1584,0,0,0.641
refined,15,3.864,0.851,5.363,-17.497,16.173,-0.003,8.894,-6.280,-7.672,16898793386.933,1584,0,0,4.541
refined,16,-9.794,-4.510,-25.493,26.213,-31.376,-4.427,1.494,18.744,28.640,7604273386.100,1584,0,0,2.171
refined,17,-43.547,-35.705,-118.002,134.895,-139.100,-23.371,1.031,86.552,121.467,7121144337.752,1584,0,0,1.220
refined,18,3434.558,1684.584,8932.046,-10288.373,13166.303,982.033,1491.751,-8160.286,-11531.321,17952823869.993,1584,0,0,2.039
refined,19,3447.265,1679.268,8939.562,-10292.545,13170.132,974.856,1509.687,-8144.520,-11523.893,17733766436.555,1584,0,0,2.053
refined,20,3447.265,1679.268,8939.562,-10292.545,13170.132,974.856,1509.687,-8144.520,-11523.893,17733766436.555,1584,0,0,2.053
