stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.963,-6.004,-4.546,-1.800,0.742,-0.052,1.591,0.590,1.588,2073500410.296,1584,0,0,0.493
norefined,2,-2.498,-6.128,-4.672,-1.807,0.743,-0.093,1.565,0.584,1.572,1540618966.861,1584,0,0,0.408
norefined,3,-2.029,-6.266,-4.730,-1.792,0.779,-0.112,1.563,0.635,1.516,1199156776.656,1584,0,0,0.324
norefined,4,-1.563,-6.415,-4.728,-1.779,0.818,-0.142,1.556,0.686,1.438,867909867.967,1584,0,0,0.244
norefined,5,-1.130,-6.593,-4.670,-1.778,0.811,-0.223,1.537,0.696,1.295,780759604.952,1584,0,0,0.171
norefined,6,-1.560,-6.642,-4.559,-1.791,0.750,-0.355,1.486,0.660,1.135,785227506.126,1584,0,0,0.235
norefined,7,-1.097,-6.777,-4.537,-1.716,0.810,-0.365,1.509,0.716,1.072,735177282.725,1584,0,0,0.162
norefined,8,-1.562,-6.774,-4.477,-1.712,0.767,-0.463,1.467,0.674,0.950,748941393.278,1584,0,0,0.231
norefined,9,-1.095,-6.895,-4.467,-1.630,0.836,-0.455,1.493,0.731,0.912,707822309.846,1584,0,0,0.159
norefined,10,-1.569,-6.873,-4.426,-1.620,0.800,-0.538,1.454,0.684,0.806,725278556.942,1584,0,0,0.228
refined,11,-1.095,-6.895,-4.467,-1.630,0.836,-0.455,1.493,0.731,0.912,707822309.846,1584,0,0,0.159
refined,12,-1.299,-7.057,-3.267,1.237,-0.359,0.104,-0.295,0.606,-0.575,606335413.337,1584,0,0,0.184
refined,13,-1.322,-7.280,-3.347,0.277,0.330,0.487,0.565,0.216,-0.524,527828639.129,1584,0,0,0.182
refined,14,-1.807,-9.701,-4.475,0.562,0.273,0.697,0.771,0.106,-0.734,521271563.670,1584,0,0,0.186
refined,15,-2.356,-12.509,-5.979,0.844,0.099,1.047,1.507,-0.064,-1.157,514571980.163,1584,0,0,0.188
refined,16,-3.823,-19.976,-9.670,1.628,0.106,1.755,3.071,-0.663,-2.151,510523072.289,1584,0,0,0.191
refined,17,-2.931,-15.459,-7.677,0.866,0.265,0.784,1.894,0.022,-1.174,510279022.670,1584,0,0,0.190
refined,18,-5.043,-26.174,-12.772,2.218,0.270,2.303,4.430,-1.199,-2.984,512649580.295,1584,0,0,0.193
refined,19,-0.733,-4.373,-2.249,-0.388,-0.091,-0.346,-0.740,1.414,0.155,727830455.739,1584,0,0,0.168
refined,20,-1.159,-6.546,-3.080,0.022,0.374,-0.444,-0.155,0.813,-0.018,549160579.948,1584,0,0,0.177
