stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,114.765,2.023,0.000,76,0,9,2871381221.504,174911863.679
refined,209.626,2.023,0.000,76,0,9,2871381221.504,98474312.803
