stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.805,"[-1.169, -0.441]",0.364,-4.410,0.000
norefined,c,-4.838,"[-7.186, -2.489]",2.349,-4.112,0.000
norefined,s,-3.599,"[-5.28, -1.918]",1.681,-4.273,0.000
norefined,k0,-0.071,"[-0.623, 0.481]",0.552,-0.257,0.798
norefined,k1,-0.074,"[-0.939, 0.791]",0.865,-0.171,0.865
norefined,k2,0.405,"[-0.45, 1.259]",0.854,0.946,0.348
norefined,k3,-0.402,"[-1.235, 0.431]",0.833,-0.964,0.339
norefined,k4,-0.143,"[-1.077, 0.79]",0.934,-0.307,0.760
norefined,k5,0.506,"[-0.239, 1.251]",0.745,1.355,0.180
refined,tt,-1.056,"[-1.513, -0.599]",0.457,-4.611,0.000
refined,c,-5.482,"[-8.015, -2.95]",2.532,-4.321,0.000
refined,s,-3.978,"[-5.767, -2.19]",1.788,-4.440,0.000
refined,k0,-0.415,"[-1.062, 0.231]",0.646,-1.282,0.204
refined,k1,-0.149,"[-1.164, 0.866]",1.015,-0.293,0.770
refined,k2,0.591,"[-0.425, 1.606]",1.015,1.161,0.250
refined,k3,-0.949,"[-1.995, 0.097]",1.046,-1.810,0.075
refined,k4,-1.046,"[-2.199, 0.106]",1.152,-1.812,0.074
refined,k5,0.456,"[-0.346, 1.259]",0.802,1.135,0.260
