stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.659,"[-0.974, -0.345]",0.314,-4.186,0.000
norefined,c,-5.163,"[-7.64, -2.687]",2.477,-4.161,0.000
norefined,s,-3.142,"[-4.506, -1.778]",1.364,-4.598,0.000
norefined,k0,-0.155,"[-0.646, 0.336]",0.491,-0.628,0.532
norefined,k1,-0.448,"[-1.293, 0.396]",0.845,-1.060,0.293
norefined,k2,0.148,"[-0.634, 0.93]",0.782,0.378,0.707
norefined,k3,-0.277,"[-0.987, 0.433]",0.710,-0.779,0.438
norefined,k4,-0.114,"[-0.808, 0.58]",0.694,-0.328,0.744
norefined,k5,0.509,"[-0.125, 1.144]",0.634,1.603,0.114
refined,tt,-0.968,"[-1.37, -0.566]",0.402,-4.803,0.000
refined,c,-6.697,"[-9.458, -3.936]",2.761,-4.842,0.000
refined,s,-2.713,"[-3.755, -1.671]",1.042,-5.195,0.000
refined,k0,-0.103,"[-0.529, 0.322]",0.426,-0.484,0.630
refined,k1,0.216,"[-0.635, 1.068]",0.852,0.507,0.614
refined,k2,-0.378,"[-1.073, 0.316]",0.694,-1.088,0.281
refined,k3,0.308,"[-0.247, 0.864]",0.555,1.108,0.272
refined,k4,0.214,"[-0.532, 0.961]",0.747,0.573,0.569
refined,k5,-0.097,"[-0.568, 0.374]",0.471,-0.411,0.682
