attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.041,"[-1.427, -0.655]",0.386,-4.496,0.000,80.854,ngd,61,179404389.303,0.140,-1.000,-0.041,0,0,fn
c,-7.840,"[-10.702, -4.979]",2.862,-4.565,0.000,80.854,ngd,61,179404389.303,0.140,-6.000,-1.840,0,0,fn
s,-4.597,"[-6.406, -2.788]",1.809,-4.233,0.000,80.854,ngd,61,179404389.303,0.140,-3.000,-1.597,0,0,fn
vot,0.133,,,,,80.854,ngd,61,179404389.303,0.140,0.167,-0.034,0,0,fn
tt,-0.900,"[-1.19, -0.61]",0.290,-5.167,0.000,47.013,lm,61,179114367.261,0.140,-1.000,0.100,0,0,fn
c,-6.106,"[-8.069, -4.143]",1.963,-5.182,0.000,47.013,lm,61,179114367.261,0.140,-6.000,-0.106,0,0,fn
s,-3.901,"[-5.265, -2.538]",1.363,-4.768,0.000,47.013,lm,61,179114367.261,0.140,-3.000,-0.901,0,0,fn
vot,0.147,,,,,47.013,lm,61,179114367.261,0.140,0.167,-0.019,0,0,fn
tt,-0.933,"[-1.245, -0.621]",0.312,-4.985,0.000,161.537,ngd+lm,61,178166530.265,0.139,-1.000,0.067,0,0,fn
c,-6.574,"[-8.753, -4.395]",2.179,-5.026,0.000,161.537,ngd+lm,61,178166530.265,0.139,-6.000,-0.574,0,0,fn
s,-4.019,"[-5.464, -2.575]",1.445,-4.635,0.000,161.537,ngd+lm,61,178166530.265,0.139,-3.000,-1.019,0,0,fn
vot,0.142,,,,,161.537,ngd+lm,61,178166530.265,0.139,0.167,-0.025,0,0,fn
