stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.045,"[-1.766, -0.324]",0.721,-2.895,0.005
norefined,c,-6.034,"[-10.328, -1.74]",4.294,-2.805,0.007
norefined,s,-2.388,"[-4.069, -0.706]",1.681,-2.835,0.006
norefined,k0,-0.694,"[-1.936, 0.548]",1.242,-1.115,0.269
norefined,k1,0.037,"[-0.623, 0.697]",0.660,0.111,0.912
norefined,k2,-1.134,"[-2.354, 0.086]",1.220,-1.855,0.068
norefined,k3,1.495,"[0.061, 2.93]",1.435,2.080,0.041
norefined,k4,1.313,"[-0.072, 2.697]",1.385,1.892,0.063
norefined,k5,-1.021,"[-1.946, -0.096]",0.925,-2.204,0.031
refined,tt,-0.936,"[-1.248, -0.625]",0.312,-5.994,0.000
refined,c,-5.583,"[-7.331, -3.834]",1.749,-6.373,0.000
refined,s,-2.952,"[-4.021, -1.882]",1.070,-5.508,0.000
refined,k0,0.097,"[-0.448, 0.642]",0.545,0.355,0.724
refined,k1,-0.242,"[-0.739, 0.255]",0.497,-0.973,0.334
refined,k2,0.514,"[0.022, 1.007]",0.492,2.084,0.041
refined,k3,-0.055,"[-0.588, 0.478]",0.533,-0.206,0.838
refined,k4,-0.173,"[-0.585, 0.239]",0.412,-0.838,0.405
refined,k5,-0.135,"[-0.639, 0.369]",0.504,-0.535,0.594
