attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.843,"[-1.147, -0.539]",0.304,-5.531,0.000,53,0.150,100228131.255,0.102,-1.000,0.157,0,0,fn
c,-5.351,"[-7.208, -3.493]",1.857,-5.750,0.000,53,0.150,100228131.255,0.102,-6.000,0.649,0,0,fn
s,-2.514,"[-3.455, -1.574]",0.941,-5.336,0.000,53,0.150,100228131.255,0.102,-3.000,0.486,0,0,fn
k0,-0.665,"[-1.239, -0.09]",0.575,-2.309,0.024,53,0.150,100228131.255,0.102,0.000,-0.665,0,1,fp
k1,0.052,"[-0.387, 0.491]",0.439,0.235,0.815,53,0.150,100228131.255,0.102,0.000,0.052,0,0,fp
k2,-0.207,"[-0.66, 0.247]",0.453,-0.910,0.366,53,0.150,100228131.255,0.102,0.000,-0.207,0,0,fp
k3,0.537,"[0.015, 1.06]",0.522,2.054,0.044,53,0.150,100228131.255,0.102,0.000,0.537,0,1,fp
k4,0.198,"[-0.233, 0.629]",0.431,0.916,0.363,53,0.150,100228131.255,0.102,0.000,0.198,0,0,fp
k5,-0.099,"[-0.582, 0.383]",0.483,-0.411,0.682,53,0.150,100228131.255,0.102,0.000,-0.099,0,0,fp
vot,0.157,,,,,53,0.150,100228131.255,0.102,0.167,-0.009,0,0,fn
tt,-0.893,"[-1.166, -0.62]",0.273,-6.529,0.000,53,0.200,85702922.471,0.094,-1.000,0.107,0,0,fn
c,-5.323,"[-6.849, -3.798]",1.526,-6.965,0.000,53,0.200,85702922.471,0.094,-6.000,0.677,0,0,fn
s,-2.730,"[-3.667, -1.794]",0.936,-5.823,0.000,53,0.200,85702922.471,0.094,-3.000,0.270,0,0,fn
k0,0.516,"[0.003, 1.028]",0.512,2.010,0.049,53,0.200,85702922.471,0.094,0.000,0.516,0,1,fp
k1,0.049,"[-0.31, 0.407]",0.359,0.272,0.786,53,0.200,85702922.471,0.094,0.000,0.049,0,0,fp
k2,0.352,"[-0.041, 0.745]",0.393,1.789,0.078,53,0.200,85702922.471,0.094,0.000,0.352,0,1,fp
k3,-0.226,"[-0.681, 0.23]",0.455,-0.989,0.326,53,0.200,85702922.471,0.094,0.000,-0.226,0,0,fp
k4,-0.165,"[-0.504, 0.174]",0.339,-0.974,0.333,53,0.200,85702922.471,0.094,0.000,-0.165,0,0,fp
k5,0.292,"[-0.16, 0.743]",0.451,1.291,0.201,53,0.200,85702922.471,0.094,0.000,0.292,0,0,fp
vot,0.168,,,,,53,0.200,85702922.471,0.094,0.167,0.001,0,0,fn
tt,-0.936,"[-1.248, -0.625]",0.312,-5.994,0.000,53,0.250,105215193.445,0.103,-1.000,0.064,0,0,fn
c,-5.583,"[-7.331, -3.834]",1.749,-6.373,0.000,53,0.250,105215193.445,0.103,-6.000,0.417,0,0,fn
s,-2.952,"[-4.021, -1.882]",1.070,-5.508,0.000,53,0.250,105215193.445,0.103,-3.000,0.048,0,0,fn
k0,0.097,"[-0.448, 0.642]",0.545,0.355,0.724,53,0.250,105215193.445,0.103,0.000,0.097,0,0,fp
k1,-0.242,"[-0.739, 0.255]",0.497,-0.973,0.334,53,0.250,105215193.445,0.103,0.000,-0.242,0,0,fp
k2,0.514,"[0.022, 1.007]",0.492,2.084,0.041,53,0.250,105215193.445,0.103,0.000,0.514,0,1,fp
k3,-0.055,"[-0.588, 0.478]",0.533,-0.206,0.838,53,0.250,105215193.445,0.103,0.000,-0.055,0,0,fp
k4,-0.173,"[-0.585, 0.239]",0.412,-0.838,0.405,53,0.250,105215193.445,0.103,0.000,-0.173,0,0,fp
k5,-0.135,"[-0.639, 0.369]",0.504,-0.535,0.594,53,0.250,105215193.445,0.103,0.000,-0.135,0,0,fp
vot,0.168,,,,,53,0.250,105215193.445,0.103,0.167,0.001,0,0,fn
