stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.766,-4.738,-3.861,0.731,1.011,-0.828,0.730,-1.209,1.733,1553047658.868,0.373
norefined,2,-1.394,-4.851,-3.970,0.553,0.962,-0.865,0.534,-1.223,1.620,1204016019.484,0.287
norefined,3,-1.330,-5.013,-3.938,0.327,0.833,-0.836,0.250,-1.234,1.358,1021983252.066,0.265
norefined,4,-1.446,-5.207,-3.781,0.225,0.675,-0.727,0.049,-1.128,1.083,931816702.413,0.278
norefined,5,-1.031,-5.346,-3.780,0.235,0.622,-0.618,-0.080,-1.002,0.978,938911600.691,0.193
norefined,6,-1.464,-5.419,-3.573,0.242,0.548,-0.600,-0.102,-0.962,0.901,875223378.580,0.270
norefined,7,-0.999,-5.514,-3.611,0.265,0.533,-0.542,-0.196,-0.879,0.846,857991086.961,0.181
norefined,8,-1.428,-5.585,-3.393,0.273,0.457,-0.524,-0.209,-0.841,0.773,824648048.791,0.256
norefined,9,-0.953,-5.666,-3.440,0.300,0.450,-0.486,-0.291,-0.769,0.727,795129185.069,0.168
norefined,10,-1.380,-5.734,-3.215,0.303,0.371,-0.471,-0.295,-0.739,0.658,779692858.021,0.241
refined,11,-1.380,-5.734,-3.215,0.303,0.371,-0.471,-0.295,-0.739,0.658,779692858.021,0.241
refined,12,0.126,-1.493,0.074,1.277,-1.389,-0.021,-1.284,0.585,-0.324,2442642415.339,-0.085
refined,13,-0.227,-1.971,-0.711,0.628,-0.403,-0.062,-0.521,0.113,-0.259,585917193.944,0.115
refined,14,-0.399,-2.855,-1.091,0.880,-0.571,-0.129,-0.742,-0.029,-0.131,503528724.788,0.140
refined,15,-0.452,-3.116,-1.212,0.867,-0.545,-0.092,-0.756,-0.059,-0.028,498808551.837,0.145
refined,16,-0.455,-3.132,-1.219,0.865,-0.538,-0.087,-0.764,-0.061,-0.022,498782238.541,0.145
refined,17,-0.455,-3.131,-1.219,0.865,-0.537,-0.087,-0.765,-0.061,-0.021,498782090.325,0.145
refined,18,-0.455,-3.131,-1.219,0.865,-0.537,-0.087,-0.765,-0.061,-0.021,498782087.257,0.145
refined,19,-0.455,-3.131,-1.219,0.865,-0.537,-0.087,-0.765,-0.061,-0.021,498782087.143,0.145
refined,20,-0.455,-3.131,-1.219,0.865,-0.537,-0.087,-0.765,-0.061,-0.021,498782087.137,0.145
