stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,50.037,1.727,0.000,76,0,9,3324527068.929,430557985.584
refined,86.322,1.727,0.000,76,0,9,3324527068.929,263946388.814
