stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,88.331,2.023,0.000,76,0,9,3873091113.321,301048789.483
refined,151.784,2.023,0.000,76,0,9,3873091113.321,181078971.203
