stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,77.398,2.023,0.000,76,0,9,4677602012.824,410433399.955
refined,104.395,2.023,0.000,76,0,9,4677602012.824,311359671.313
