stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.943,"[-1.55, -0.336]",0.607,-3.099,0.003
norefined,c,-6.673,"[-10.961, -2.385]",4.288,-3.106,0.003
norefined,s,-3.413,"[-5.795, -1.031]",2.382,-2.860,0.006
norefined,k0,0.698,"[-0.354, 1.75]",1.052,1.324,0.190
norefined,k1,-1.344,"[-3.156, 0.468]",1.812,-1.480,0.143
norefined,k2,-0.903,"[-2.465, 0.66]",1.562,-1.153,0.253
norefined,k3,0.198,"[-0.968, 1.365]",1.166,0.339,0.735
norefined,k4,1.022,"[-0.585, 2.629]",1.607,1.269,0.209
norefined,k5,-0.183,"[-1.539, 1.173]",1.356,-0.269,0.789
refined,tt,-0.774,"[-1.141, -0.408]",0.367,-4.216,0.000
refined,c,-4.408,"[-6.466, -2.349]",2.059,-4.273,0.000
refined,s,-2.247,"[-3.329, -1.165]",1.082,-4.147,0.000
refined,k0,-0.133,"[-0.686, 0.419]",0.553,-0.482,0.631
refined,k1,0.663,"[-0.202, 1.528]",0.865,1.529,0.131
refined,k2,0.538,"[-0.304, 1.38]",0.842,1.276,0.206
refined,k3,0.161,"[-0.463, 0.784]",0.623,0.515,0.608
refined,k4,-0.312,"[-1.152, 0.529]",0.841,-0.740,0.462
refined,k5,-0.218,"[-1.014, 0.578]",0.796,-0.546,0.587
