stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.948,-6.159,-2.479,1.431,-1.525,-0.969,0.220,1.538,-0.241,1849364089.483,0.479
norefined,2,-2.532,-6.331,-2.579,1.348,-1.549,-1.023,0.207,1.409,-0.343,1275873442.193,0.400
norefined,3,-2.118,-6.457,-2.753,1.236,-1.563,-1.065,0.225,1.297,-0.412,859067399.685,0.328
norefined,4,-1.677,-6.569,-2.899,1.165,-1.574,-1.074,0.204,1.179,-0.452,589163552.460,0.255
norefined,5,-1.272,-6.624,-3.128,1.079,-1.560,-1.032,0.144,1.048,-0.426,503811896.809,0.192
norefined,6,-1.620,-6.566,-3.275,0.814,-1.541,-1.020,0.098,0.917,-0.308,475818651.182,0.247
norefined,7,-1.164,-6.636,-3.430,0.815,-1.512,-0.950,0.059,0.847,-0.273,439510212.158,0.175
norefined,8,-1.593,-6.584,-3.475,0.602,-1.510,-0.964,0.029,0.756,-0.188,440306524.812,0.242
norefined,9,-1.124,-6.662,-3.581,0.653,-1.478,-0.887,-0.003,0.717,-0.160,410433399.958,0.169
norefined,10,-1.572,-6.614,-3.591,0.466,-1.482,-0.907,-0.027,0.642,-0.088,423063069.256,0.238
refined,11,-1.124,-6.662,-3.581,0.653,-1.478,-0.887,-0.003,0.717,-0.160,410433399.958,0.169
refined,12,-1.247,-6.834,-3.777,0.128,-1.238,-0.357,-0.470,0.232,0.470,321021514.198,0.182
refined,13,-1.456,-7.971,-4.431,0.177,-1.259,-0.473,-0.755,0.151,0.937,314655864.185,0.183
refined,14,-1.602,-8.803,-4.937,0.226,-1.426,-0.649,-0.994,0.256,1.307,313005974.302,0.182
refined,15,-1.740,-9.599,-5.402,0.262,-1.604,-0.777,-1.178,0.353,1.584,312289299.701,0.181
refined,16,-1.873,-10.353,-5.838,0.300,-1.774,-0.879,-1.336,0.432,1.815,311881491.292,0.181
refined,17,-2.001,-11.070,-6.248,0.337,-1.929,-0.967,-1.475,0.499,2.018,311626969.296,0.181
refined,18,-2.116,-11.714,-6.617,0.369,-2.067,-1.043,-1.594,0.555,2.192,311474474.545,0.181
refined,19,-2.210,-12.241,-6.918,0.394,-2.178,-1.104,-1.688,0.600,2.331,311394596.197,0.181
refined,20,-2.278,-12.622,-7.135,0.411,-2.258,-1.146,-1.754,0.632,2.428,311359671.316,0.180
